date,City,No. Stations,Air Quality,Index Value,Prominent Pollutant
2025-09-14,Hanumangarh,1,Satisfactory,73,NO2
2025-09-14,Greater Noida,1,Poor,216,PM10
2025-09-14,Chittoor,1,Moderate,146,PM2.5
2025-09-14,Chittorgarh,1,Satisfactory,73,PM10
2025-09-14,Churu,1,Satisfactory,57,PM10
2025-09-14,Coimbatore,2,Good,42,PM2.5
2025-09-14,Cuddalore,1,Satisfactory,57,PM10
2025-09-14,Cuttack,1,Good,24,CO
2025-09-14,Damoh,1,Good,49,PM10
2025-09-14,Dausa,1,Satisfactory,61,PM10
2025-09-14,Gummidipoondi,1,Moderate,154,PM2.5
2025-09-14,Delhi,36,Moderate,108,"CO, PM10, PM2.5"
2025-09-14,Dewas,1,Satisfactory,91,PM10
2025-09-14,Dhanbad,1,Moderate,105,CO
2025-09-14,Dholpur,1,Satisfactory,81,PM10
2025-09-14,Davanagere,1,Good,28,PM2.5
2025-09-14,Dindigul,1,Satisfactory,56,PM10
2025-09-14,Gorakhpur,1,Satisfactory,54,PM10
2025-09-14,Dhule,1,Satisfactory,83,PM10
2025-09-14,Gaya,3,Satisfactory,72,"CO, PM10"
2025-09-14,Gangtok,1,Good,30,O3
2025-09-14,Gandhinagar,3,Satisfactory,77,PM10
2025-09-14,Ghaziabad,4,Moderate,134,PM10
2025-09-14,Eloor,1,Satisfactory,79,PM2.5
2025-09-14,Durgapur,3,Good,48,"CO, PM10"
2025-09-14,Dungarpur,1,Good,50,O3
2025-09-14,Firozabad,2,Satisfactory,55,"PM10, PM2.5"
2025-09-15,Moradabad,5,Satisfactory,84,"PM10, PM2.5"
2025-09-15,Madurai,1,Good,35,PM10
2025-09-15,Mahad,1,Good,37,CO
2025-09-15,Malegaon,1,Satisfactory,60,PM10
2025-09-15,Mandi Gobindgarh,1,Satisfactory,56,PM10
2025-09-15,Mandideep,1,Satisfactory,84,PM10
2025-09-15,Mangalore,1,Good,37,PM10
2025-09-15,Manguraha,1,Good,45,PM10
2025-09-15,Meerut,3,Satisfactory,95,PM10
2025-09-15,Mira-Bhayandar,1,Good,35,CO
2025-09-15,Mumbai,19,Good,49,"NO2, O3, PM10"
2025-09-15,Nandesari,1,Moderate,144,PM2.5
2025-09-15,Muzaffarnagar,1,Satisfactory,78,PM10
2025-09-15,Muzaffarpur,3,Satisfactory,52,"CO, O3"
2025-09-15,Mysuru,1,Good,46,PM10
2025-09-15,Nagaon,1,Satisfactory,56,PM2.5
2025-09-15,Nagapattinam,1,Good,41,PM10
2025-09-15,Nagaur,1,Satisfactory,81,PM10
2025-09-15,Nagpur,3,Satisfactory,65,"PM10, PM2.5"
2025-09-15,Naharlagun,1,Good,17,PM10
2025-09-15,Nalbari,1,Good,41,PM10
2025-09-15,Nanded,1,Satisfactory,53,CO
2025-09-15,Madikeri,1,Good,11,PM10
2025-09-15,Munger,1,Good,28,CO
2025-09-15,Ludhiana,1,Good,50,PM10
2025-09-15,Jhansi,1,Moderate,102,PM10
2025-09-15,Latur,1,Good,30,O3
2025-09-15,Jhalawar,1,Satisfactory,63,PM10
2025-09-15,Jhunjhunu,1,Satisfactory,70,PM10
2025-09-15,Jodhpur,5,Good,48,PM10
2025-09-15,Kadapa,1,Satisfactory,81,PM2.5
2025-09-15,Kalaburagi,2,Good,44,PM10
2025-09-15,Kalyan,1,Satisfactory,81,PM10
2025-09-15,Kanchipuram,1,Good,42,PM10
2025-09-15,Kannur,1,Satisfactory,58,PM10
2025-09-15,Kanpur,3,Satisfactory,72,"PM10, PM2.5"
2025-09-15,Karauli,1,Satisfactory,58,PM10
2025-09-15,Karur,1,Satisfactory,57,PM10
2025-09-15,Lucknow,6,Satisfactory,61,"CO, PM10, PM2.5"
2025-09-15,Karwar,1,Good,25,SO2
2025-09-15,Katihar,1,Satisfactory,84,CO
2025-09-15,Katni,1,Satisfactory,93,PM10
2025-09-15,Keonjhar,1,Satisfactory,77,PM10
2025-09-15,Khanna,1,Good,41,O3
2025-09-15,Khurja,1,Satisfactory,60,PM10
2025-09-15,Kohima,1,Satisfactory,68,SO2
2025-09-15,Kolhapur,1,Good,37,O3
2025-09-15,Kolkata,7,Good,40,"NO2, PM2.5"
2025-09-15,Korba,1,Good,27,PM10
2025-09-15,Kota,3,Satisfactory,79,"CO, PM10"
2025-09-15,Kunjemura,1,Good,35,PM10
2025-09-15,Kashipur,1,Good,32,PM10
2025-09-15,Nashik,4,Satisfactory,74,"PM10, PM2.5"
2025-09-15,Tonk,1,Moderate,101,PM10
2025-09-15,Nayagarh,1,Good,28,PM10
2025-09-15,Sawai Madhopur,1,Satisfactory,77,PM10
2025-09-15,Shillong,1,Good,16,CO
2025-09-15,Shivamogga,1,Good,42,PM10
2025-09-15,Sikar,1,Satisfactory,59,PM10
2025-09-15,Silchar,1,Good,44,PM10
2025-09-15,Siliguri,1,Good,40,CO
2025-09-15,Singrauli,1,Satisfactory,55,PM10
2025-09-15,Sirohi,1,Satisfactory,61,PM10
2025-09-15,Sivasagar,1,Good,28,PM2.5
2025-09-15,Siwan,1,Satisfactory,97,CO
2025-09-15,Solapur,2,Good,26,"PM10, PM2.5"
2025-09-15,Satna,1,Satisfactory,55,PM10
2025-09-15,Sri Ganganagar,1,Satisfactory,78,PM10
2025-09-15,Surat,1,Good,43,PM10
2025-09-15,Thane,2,Good,41,"PM10, PM2.5"
2025-09-15,Thanjavur,1,Good,32,PM10
2025-09-15,Thiruvananthapuram,2,Satisfactory,69,"NO2, PM10"
2025-09-15,Thoothukudi,1,Good,49,PM10
2025-09-15,Thrissur,1,Satisfactory,55,PM10
2025-09-15,Tiruchirappalli,1,Satisfactory,94,PM10
2025-09-15,Tirunelveli,1,Good,21,CO
2025-09-15,Tirupur,1,Good,38,PM10
2025-09-15,Jalore,1,Satisfactory,66,PM10
2025-09-15,Tumidih,1,Satisfactory,84,PM10
2025-09-15,Suakati,1,Good,42,PM10
2025-09-15,Sasaram,1,Satisfactory,54,CO
2025-09-15,Sangli,1,Good,27,O3
2025-09-15,Samastipur,1,Good,43,PM10
2025-09-15,Noida,4,Moderate,134,PM10
2025-09-15,Ooty,1,Good,42,CO
2025-09-15,Pali,1,Satisfactory,66,PM10
2025-09-15,Palkalaiperur,1,Good,33,PM10
2025-09-15,Panchgaon,1,Satisfactory,69,PM10
2025-09-15,Parbhani,1,Good,39,PM10
2025-09-15,Patiala,1,Good,47,PM10
2025-09-15,Patna,5,Satisfactory,79,"CO, PM10"
2025-09-15,Pimpri-Chinchwad,4,Good,46,"CO, PM10"
2025-09-15,Pithampur,1,Satisfactory,82,PM10
2025-09-15,Pratapgarh,1,Satisfactory,75,PM10
2025-09-15,Prayagraj,2,Satisfactory,56,PM10
2025-09-15,Pudukottai,1,Good,40,PM10
2025-09-15,Pune,7,Satisfactory,54,CO
2025-09-15,Purnia,1,Good,38,PM10
2025-09-15,Raipur,4,Good,24,"CO, PM10"
2025-09-15,Rajamahendravaram,1,Satisfactory,52,PM10
2025-09-15,Rajsamand,1,Satisfactory,52,O3
2025-09-15,Ramanathapuram,1,Good,32,PM10
2025-09-15,Ratlam,1,Satisfactory,66,PM10
2025-09-15,Rishikesh,1,Good,38,PM10
2025-09-15,Rourkela,1,Satisfactory,63,CO
2025-09-15,Rupnagar,1,Satisfactory,57,PM10
2025-09-15,Sagar,1,Moderate,102,PM10
2025-09-15,Salem,1,Satisfactory,83,SO2
2025-09-15,Navi Mumbai,6,Good,37,"NO2, PM10"
2025-09-15,Jalna,1,Satisfactory,60,PM2.5
2025-09-15,Bulandshahr,1,Moderate,134,PM10
2025-09-15,Jalandhar,1,Satisfactory,55,PM10
2025-09-15,Aurangabad(Maharashtra),2,Satisfactory,62,PM10
2025-09-15,Baddi,1,Moderate,147,PM10
2025-09-15,Badlapur,1,Satisfactory,71,PM10
2025-09-15,Bagalkot,1,Good,42,PM10
2025-09-15,Balasore,1,Good,40,CO
2025-09-15,Banswara,1,Moderate,133,PM10
2025-09-15,Baran,1,Satisfactory,60,PM10
2025-09-15,Barbil,1,Good,47,PM10
2025-09-15,Bareilly,2,Satisfactory,64,"PM10, SO2"
2025-09-15,Baripada,1,Satisfactory,51,PM10
2025-09-15,Barmer,1,Satisfactory,55,PM10
2025-09-15,Aurangabad (Bihar),1,Good,44,PM10
2025-09-15,Barrackpore,1,Good,31,PM10
2025-09-15,Begusarai,1,Satisfactory,54,CO
2025-09-15,Belapur,1,Satisfactory,69,PM2.5
2025-09-15,Bengaluru,8,Satisfactory,57,PM10
2025-09-15,Bhagalpur,2,Satisfactory,56,"PM10, SO2"
2025-09-15,Bharatpur,1,Satisfactory,59,PM10
2025-09-15,Bhilai,3,Good,30,"CO, PM10"
2025-09-15,Bhilwara,1,Satisfactory,68,PM10
2025-09-15,Bhiwadi,2,Satisfactory,90,"PM10, PM2.5"
2025-09-15,Bhopal,3,Satisfactory,66,PM10
2025-09-15,Bhubaneswar,2,Good,41,"CO, PM10"
2025-09-15,Bihar Sharif,1,Moderate,113,PM2.5
2025-09-15,Bathinda,1,Good,44,NO2
2025-09-15,Bikaner,1,Satisfactory,77,PM10
2025-09-15,Asansol,4,Good,40,"CO, PM10"
2025-09-15,Ariyalur,1,Satisfactory,61,PM10
2025-09-15,Ulhasnagar,1,Satisfactory,68,PM10
2025-09-15,Vrindavan,1,Satisfactory,68,PM10
2025-09-15,Visakhapatnam,1,Poor,283,PM10
2025-09-15,Virudhunagar,1,Satisfactory,52,PM10
2025-09-15,Virar,1,Good,28,PM2.5
2025-09-15,Vijayawada,3,Satisfactory,67,"O3, PM2.5"
2025-09-15,Vijayapura,1,Good,44,PM10
2025-09-15,Vellore,1,Satisfactory,64,PM10
2025-09-15,Vatva,1,Good,46,PM2.5
2025-09-15,Varanasi,4,Good,40,PM10
2025-09-15,Vapi,1,Satisfactory,91,PM10
2025-09-15,Arrah,1,Satisfactory,52,CO
2025-09-15,Agartala,1,Good,26,SO2
2025-09-15,Ahmedabad,8,Satisfactory,54,PM10
2025-09-15,Ahmednagar,1,Moderate,123,PM10
2025-09-15,Ajmer,1,Good,49,PM10
2025-09-15,Akola,1,Good,45,PM10
2025-09-15,Alwar,1,Satisfactory,65,NO2
2025-09-15,Amaravati,1,Good,35,PM10
2025-09-15,Amravati,2,Satisfactory,73,PM10
2025-09-15,Amritsar,1,Good,50,PM10
2025-09-15,Anantapur,1,Satisfactory,59,PM2.5
2025-09-15,Angul,1,Satisfactory,60,PM10
2025-09-15,Ankleshwar,1,Satisfactory,82,SO2
2025-09-15,Agra,6,Satisfactory,80,PM10
2025-09-15,Jalgaon,1,Satisfactory,64,PM2.5
2025-09-15,Bilaspur,1,Good,33,PM10
2025-09-15,Brajrajnagar,1,Good,42,PM10
2025-09-15,Eloor,1,Satisfactory,62,PM2.5
2025-09-15,Firozabad,2,Good,49,"PM10, PM2.5"
2025-09-15,Gandhinagar,3,Satisfactory,55,"O3, PM10"
2025-09-15,Gangtok,1,Good,32,O3
2025-09-15,Gaya,3,Good,43,"CO, PM10, PM2.5"
2025-09-15,Ghaziabad,4,Moderate,132,PM10
2025-09-15,Gorakhpur,1,Satisfactory,60,PM2.5
2025-09-15,Greater Noida,1,Poor,201,PM10
2025-09-15,Gummidipoondi,1,Satisfactory,92,PM2.5
2025-09-15,Gurugram,1,Satisfactory,76,PM10
2025-09-15,Guwahati,4,Good,38,"PM2.5, SO2"
2025-09-15,Durgapur,3,Good,48,"CO, PM10"
2025-09-15,Gwalior,3,Satisfactory,67,"O3, PM10"
2025-09-15,Haldia,1,Good,32,O3
2025-09-15,Hanumangarh,1,Satisfactory,69,CO
2025-09-15,Hapur,1,Moderate,108,PM10
2025-09-15,Hosur,1,Good,48,SO2
2025-09-15,Howrah,5,Good,48,"NO2, PM10"
2025-09-15,Hubballi,1,Good,34,PM10
2025-09-15,Hyderabad,9,Satisfactory,65,"PM10, PM2.5"
2025-09-15,Indore,5,Satisfactory,54,"PM10, PM2.5"
2025-09-15,Jabalpur,3,Satisfactory,66,PM10
2025-09-15,Jaipur,6,Satisfactory,80,"NO2, PM10"
2025-09-15,Jaisalmer,1,Good,48,PM10
2025-09-15,Hajipur,1,Satisfactory,56,PM2.5
2025-09-15,Bileipada,1,Satisfactory,80,PM10
2025-09-15,Dungarpur,1,Good,39,PM10
2025-09-15,Dhule,1,Satisfactory,58,PM2.5
2025-09-15,Bundi,1,Good,50,PM10
2025-09-15,Buxar,1,Satisfactory,71,PM10
2025-09-15,Byasanagar,1,Good,40,PM10
2025-09-15,Byrnihat,1,Satisfactory,95,PM2.5
2025-09-15,Chamarajanagar,1,Good,47,PM10
2025-09-15,Chandigarh,3,Satisfactory,51,"CO, PM10"
2025-09-15,Chandrapur,1,Satisfactory,56,PM10
2025-09-15,Chengalpattu,1,Satisfactory,53,PM10
2025-09-15,Chennai,7,Satisfactory,66,PM10
2025-09-15,Chikkaballapur,1,Good,34,PM10
2025-09-15,Chikkamagaluru,1,Good,32,PM10
2025-09-15,Dindigul,1,Good,38,PM10
2025-09-15,Chittoor,1,Moderate,119,PM2.5
2025-09-15,Churu,1,Satisfactory,68,PM10
2025-09-15,Coimbatore,1,Satisfactory,54,PM2.5
2025-09-15,Cuddalore,2,Good,38,"PM10, PM2.5"
2025-09-15,Cuttack,1,Good,34,PM10
2025-09-15,Dausa,1,Satisfactory,61,PM10
2025-09-15,Davanagere,1,Good,27,PM10
2025-09-15,Dehradun,1,Good,41,PM2.5
2025-09-15,Delhi,37,Moderate,112,"PM10, PM2.5"
2025-09-15,Dewas,1,Satisfactory,75,PM10
2025-09-15,Dhanbad,1,Satisfactory,81,NO2
2025-09-15,Dholpur,1,Satisfactory,86,PM10
2025-09-15,Chittorgarh,1,Satisfactory,68,PM10
2025-09-15,Udaipur,1,Satisfactory,67,PM10
2025-09-16,Virudhunagar,1,Good,47,PM10
2025-09-16,Visakhapatnam,1,Moderate,114,PM10
2025-09-16,Gorakhpur,1,Satisfactory,59,PM10
2025-09-16,Ghaziabad,4,Moderate,134,PM10
2025-09-16,Gaya,3,Satisfactory,66,"PM10, PM2.5"
2025-09-16,Gangtok,1,Good,25,O3
2025-09-16,Gandhinagar,3,Satisfactory,53,PM10
2025-09-16,Firozabad,2,Good,39,"PM10, PM2.5"
2025-09-16,Eloor,1,Satisfactory,69,PM2.5
2025-09-16,Durgapur,3,Satisfactory,51,"CO, PM10"
2025-09-16,Dungarpur,1,Satisfactory,52,PM10
2025-09-16,Dindigul,1,Good,32,PM10
2025-09-16,Dhule,1,Satisfactory,67,PM10
2025-09-16,Dholpur,1,Satisfactory,79,PM10
2025-09-16,Dharwad,1,Good,50,PM10
2025-09-16,Dhanbad,1,Satisfactory,92,PM10
2025-09-16,Dewas,1,Satisfactory,59,PM10
2025-09-16,Delhi,37,Moderate,121,"PM10, PM2.5"
2025-09-16,Dehradun,1,Good,19,O3
2025-09-16,Davanagere,1,Good,24,O3
2025-09-16,Damoh,1,Good,25,SO2
2025-09-16,Cuddalore,2,Good,48,"PM10, PM2.5"
2025-09-16,Coimbatore,2,Satisfactory,53,PM2.5
2025-09-16,Churu,1,Satisfactory,82,PM10
2025-09-16,Chittorgarh,1,Satisfactory,56,PM10
2025-09-16,Chittoor,1,Satisfactory,95,PM2.5
2025-09-16,Chikkamagaluru,1,Good,29,O3
2025-09-16,Greater Noida,2,Poor,212,PM10
2025-09-16,Chikkaballapur,1,Good,39,CO
2025-09-16,Gummidipoondi,1,Satisfactory,88,PM2.5
2025-09-16,Guwahati,4,Good,40,"PM10, PM2.5, SO2"
2025-09-16,Kalaburagi,2,Good,45,"PM10, SO2"
2025-09-16,Kadapa,1,Satisfactory,71,PM10
2025-09-16,Jodhpur,5,Satisfactory,51,PM10
2025-09-16,Jhunjhunu,1,Satisfactory,64,PM10
2025-09-16,Jhansi,1,Satisfactory,56,PM10
2025-09-16,Jhalawar,1,Satisfactory,64,PM10
2025-09-16,Jalore,1,Satisfactory,64,PM10
2025-09-16,Jalna,1,Good,48,O3
2025-09-16,Jalgaon,1,Satisfactory,64,PM2.5
2025-09-16,Jalandhar,1,Good,42,PM10
2025-09-16,Jaisalmer,1,Satisfactory,63,PM10
2025-09-16,Jaipur,6,Satisfactory,84,PM10
2025-09-16,Jabalpur,3,Good,45,"CO, NO2, PM10"
2025-09-16,Indore,5,Good,40,PM10
2025-09-16,Hyderabad,11,Satisfactory,63,"PM10, PM2.5"
2025-09-16,Hubballi,1,Good,40,PM10
2025-09-16,Howrah,5,Good,50,"CO, PM10"
2025-09-16,Hosur,1,Satisfactory,51,SO2
2025-09-16,Haveri,1,Moderate,118,SO2
2025-09-16,Hassan,1,Good,31,PM2.5
2025-09-16,Hapur,1,Satisfactory,90,PM10
2025-09-16,Hanumangarh,1,Satisfactory,67,CO
2025-09-16,Haldia,1,Good,34,PM10
2025-09-16,Hajipur,1,Good,47,PM2.5
2025-09-16,Gwalior,3,Satisfactory,64,"O3, PM10"
2025-09-16,Gurugram,1,Satisfactory,90,PM10
2025-09-16,Chhapra,1,Moderate,193,PM2.5
2025-09-16,Chennai,7,Satisfactory,70,"CO, PM10"
2025-09-16,Chengalpattu,1,Satisfactory,54,PM10
2025-09-16,Banswara,1,Satisfactory,94,PM10
2025-09-16,Balasore,1,Good,29,O3
2025-09-16,Baghpat,1,Satisfactory,97,PM10
2025-09-16,Bagalkot,1,Good,42,PM10
2025-09-16,Badlapur,1,Satisfactory,53,PM10
2025-09-16,Baddi,1,Moderate,126,PM10
2025-09-16,Aurangabad(Maharashtra),3,Satisfactory,57,"O3, PM10, PM2.5"
2025-09-16,Aurangabad (Bihar),1,Satisfactory,74,PM10
2025-09-16,Asansol,4,Good,41,"CO, PM10, PM2.5"
2025-09-16,Vrindavan,1,Satisfactory,70,PM10
2025-09-16,Arrah,1,Satisfactory,53,CO
2025-09-16,Ariyalur,1,Good,49,PM10
2025-09-16,Ankleshwar,1,Satisfactory,82,SO2
2025-09-16,Angul,1,Satisfactory,54,CO
2025-09-16,Anantapur,1,Satisfactory,54,PM2.5
2025-09-16,Amritsar,1,Satisfactory,58,PM10
2025-09-16,Amravati,2,Good,41,PM10
2025-09-16,Amaravati,1,Satisfactory,54,PM10
2025-09-16,Alwar,1,Satisfactory,66,NO2
2025-09-16,Akola,1,Good,36,PM10
2025-09-16,Ajmer,1,Satisfactory,57,PM10
2025-09-16,Ahmednagar,1,Satisfactory,69,PM10
2025-09-16,Ahmedabad,8,Satisfactory,56,"O3, PM10"
2025-09-16,Agra,6,Satisfactory,78,PM10
2025-09-16,Agartala,1,Good,26,SO2
2025-09-16,Baran,1,Satisfactory,72,PM10
2025-09-16,Barbil,1,Good,30,CO
2025-09-16,Bareilly,2,Good,43,"CO, SO2"
2025-09-16,Barmer,1,Satisfactory,56,PM10
2025-09-16,Chandrapur,2,Good,44,PM10
2025-09-16,Chandigarh,2,Satisfactory,58,"CO, PM10"
2025-09-16,Chamarajanagar,1,Good,44,PM10
2025-09-16,Byasanagar,1,Good,46,PM2.5
2025-09-16,Buxar,1,Satisfactory,71,PM10
2025-09-16,Bundi,1,Good,50,PM10
2025-09-16,Bulandshahr,1,Moderate,120,PM10
2025-09-16,Brajrajnagar,1,Good,26,PM10
2025-09-16,Boisar,1,Good,44,PM10
2025-09-16,Bileipada,1,Good,42,CO
2025-09-16,Bilaspur,1,Good,25,CO
2025-09-16,Bikaner,1,Satisfactory,77,PM10
2025-09-16,Kalyan,1,Satisfactory,94,PM10
2025-09-16,Bihar Sharif,1,Moderate,117,PM2.5
2025-09-16,Bhopal,3,Good,49,PM10
2025-09-16,Bhiwadi,2,Moderate,102,"PM10, PM2.5"
2025-09-16,Bhilwara,1,Satisfactory,61,PM10
2025-09-16,Bhilai,3,Good,22,"CO, PM10"
2025-09-16,Bharatpur,1,Satisfactory,94,PM10
2025-09-16,Bhagalpur,2,Satisfactory,62,"PM10, SO2"
2025-09-16,Bettiah,1,Satisfactory,63,CO
2025-09-16,Bengaluru,8,Satisfactory,57,"NO2, PM10"
2025-09-16,Belapur,1,Good,40,PM10
2025-09-16,Begusarai,1,Good,40,CO
2025-09-16,Bathinda,1,Satisfactory,59,PM10
2025-09-16,Barrackpore,1,Good,39,PM10
2025-09-16,Bhubaneswar,2,Good,37,"CO, O3"
2025-09-16,Kanchipuram,1,Moderate,166,PM10
2025-09-16,Dausa,1,Satisfactory,65,PM10
2025-09-16,Kanpur,3,Satisfactory,55,"CO, O3, PM10"
2025-09-16,Sikar,1,Satisfactory,57,PM10
2025-09-16,Shivamogga,1,Good,44,PM10
2025-09-16,Shillong,1,Good,9,O3
2025-09-16,Sawai Madhopur,1,Satisfactory,70,PM10
2025-09-16,Satna,1,Satisfactory,55,PM10
2025-09-16,Sasaram,1,Satisfactory,53,CO
2025-09-16,Sangli,1,Good,36,PM10
2025-09-16,Samastipur,1,Satisfactory,57,PM2.5
2025-09-16,Salem,1,Good,44,PM2.5
2025-09-16,Sagar,1,Satisfactory,66,PM10
2025-09-16,Rupnagar,1,Good,50,PM10
2025-09-16,Rourkela,1,Satisfactory,67,PM2.5
2025-09-16,Rishikesh,1,Good,32,PM10
2025-09-16,Ratlam,1,Satisfactory,55,PM10
2025-09-16,Ramanathapuram,1,Good,31,PM2.5
2025-09-16,Rajsamand,1,Satisfactory,62,O3
2025-09-16,Rajgir,1,Satisfactory,89,CO
2025-09-16,Rajamahendravaram,1,Good,50,PM10
2025-09-16,Raipur,4,Good,30,"CO, PM10"
2025-09-16,Purnia,1,Good,39,PM10
2025-09-16,Pune,7,Satisfactory,55,CO
2025-09-16,Pudukottai,1,Good,34,PM10
2025-09-16,Prayagraj,3,Good,43,"O3, PM2.5, SO2"
2025-09-16,Pratapgarh,1,Satisfactory,88,PM10
2025-09-16,Pithampur,1,Satisfactory,64,PM10
2025-09-16,Silchar,1,Good,44,PM10
2025-09-16,Siliguri,1,Good,39,CO
2025-09-16,Singrauli,1,Good,44,PM10
2025-09-16,Sirohi,1,Satisfactory,51,PM10
2025-09-16,Virar,1,Satisfactory,66,CO
2025-09-16,Vijayawada,2,Satisfactory,76,"O3, PM2.5"
2025-09-16,Vijayapura,1,Good,44,PM10
2025-09-16,Vatva,1,Satisfactory,95,PM10
2025-09-16,Varanasi,4,Good,34,"PM10, SO2"
2025-09-16,Vapi,1,Satisfactory,88,PM10
2025-09-16,Ulhasnagar,1,Satisfactory,70,PM10
2025-09-16,Udaipur,1,Satisfactory,73,PM10
2025-09-16,Tumidih,1,Satisfactory,63,PM10
2025-09-16,Tonk,1,Satisfactory,96,PM10
2025-09-16,Tirupur,1,Good,15,CO
2025-09-16,Tirupati,1,Satisfactory,76,PM2.5
2025-09-16,Pimpri-Chinchwad,2,Good,31,PM10
2025-09-16,Kannur,1,Satisfactory,59,PM2.5
2025-09-16,Thrissur,1,Satisfactory,51,PM10
2025-09-16,Thoothukudi,1,Satisfactory,64,PM10
2025-09-16,Thiruvananthapuram,2,Satisfactory,67,"NO2, PM10"
2025-09-16,Thanjavur,1,Good,29,PM10
2025-09-16,Thane,2,Good,42,PM10
2025-09-16,Tensa,1,Good,43,CO
2025-09-16,Talcher,1,Moderate,105,CO
2025-09-16,Surat,1,Good,35,CO
2025-09-16,Sri Ganganagar,1,Satisfactory,78,PM10
2025-09-16,Solapur,2,Good,31,PM10
2025-09-16,Siwan,1,Satisfactory,97,CO
2025-09-16,Sivasagar,1,Good,29,PM10
2025-09-16,Tiruchirappalli,1,Satisfactory,61,PM10
2025-09-16,Perundurai,1,Good,34,CO
2025-09-16,Tirunelveli,1,Good,23,PM10
2025-09-16,Patiala,1,Good,46,PM10
2025-09-16,Mandi Gobindgarh,1,Satisfactory,91,PM10
2025-09-16,Malegaon,1,Satisfactory,68,PM10
2025-09-16,Mahad,1,Good,40,O3
2025-09-16,Madurai,1,Good,18,CO
2025-09-16,Madikeri,1,Good,10,PM2.5
2025-09-16,Ludhiana,1,Satisfactory,55,PM10
2025-09-16,Lucknow,6,Satisfactory,51,"O3, PM10, PM2.5"
2025-09-16,Latur,1,Good,28,O3
2025-09-16,Kunjemura,1,Good,24,CO
2025-09-16,Kota,3,Satisfactory,80,PM10
2025-09-16,Korba,2,Satisfactory,58,"NO2, PM10"
2025-09-16,Kollam,1,Good,42,PM10
2025-09-16,Kolkata,7,Good,41,"NO2, PM2.5"
2025-09-16,Kolhapur,2,Good,28,"PM10, PM2.5"
2025-09-16,Kohima,1,Satisfactory,70,SO2
2025-09-16,Kishanganj,1,Satisfactory,58,PM2.5
2025-09-16,Khanna,1,Good,48,PM10
2025-09-16,Keonjhar,1,Satisfactory,51,PM10
2025-09-16,Katni,1,Satisfactory,55,PM10
2025-09-16,Katihar,1,Satisfactory,70,CO
2025-09-16,Kashipur,1,Good,22,PM10
2025-09-16,Karwar,1,Good,25,SO2
2025-09-16,Karur,1,Good,15,SO2
2025-09-16,Karauli,1,Satisfactory,68,PM10
2025-09-16,Patna,5,Satisfactory,66,"CO, PM10"
2025-09-16,Mandideep,1,Satisfactory,71,PM10
2025-09-16,Mangalore,1,Good,36,PM10
2025-09-16,Khurja,1,Satisfactory,56,PM10
2025-09-16,Meerut,3,Moderate,109,PM10
2025-09-16,Manguraha,1,Good,43,PM2.5
2025-09-16,Panchgaon,1,Satisfactory,63,PM10
2025-09-16,Palkalaiperur,1,Good,28,PM10
2025-09-16,Pali,1,Satisfactory,68,PM10
2025-09-16,Ooty,1,Good,45,PM10
2025-09-16,Noida,4,Moderate,148,PM10
2025-09-16,Nayagarh,1,Good,23,PM10
2025-09-16,Parbhani,1,Good,21,PM10
2025-09-16,Nashik,3,Good,45,PM10
2025-09-16,Nandesari,1,Moderate,124,PM2.5
2025-09-16,Nanded,1,Satisfactory,91,CO
2025-09-16,Nalbari,1,Satisfactory,100,PM2.5
2025-09-16,Naharlagun,1,Good,25,PM10
2025-09-16,Nagpur,3,Satisfactory,51,"CO, PM10"
2025-09-16,Navi Mumbai,5,Satisfactory,52,PM10
2025-09-16,Muzaffarpur,3,Good,41,"CO, O3, PM2.5"
2025-09-16,Mira-Bhayandar,1,Good,37,CO
2025-09-16,Moradabad,6,Satisfactory,80,"PM10, PM2.5"
2025-09-16,Mumbai,26,Satisfactory,53,"CO, NO2, PM10"
2025-09-16,Munger,1,Good,42,CO
2025-09-16,Muzaffarnagar,1,Satisfactory,94,PM10
2025-09-16,Mysuru,1,Good,37,PM10
2025-09-16,Milupara,1,Good,38,O3
2025-09-16,Nagaon,1,Satisfactory,56,PM2.5
2025-09-16,Nagapattinam,1,Good,40,PM10
2025-09-16,Nagaur,1,Satisfactory,80,PM10
2025-09-17,Gwalior,3,Satisfactory,61,"O3, PM10"
2025-09-17,Gorakhpur,1,Satisfactory,56,PM2.5
2025-09-17,Haldia,1,Good,30,PM10
2025-09-17,Hanumangarh,1,Satisfactory,73,CO
2025-09-17,Hapur,1,Satisfactory,67,PM10
2025-09-17,Guwahati,3,Good,39,"PM10, PM2.5"
2025-09-17,Gurugram,1,Moderate,107,PM10
2025-09-17,Gummidipoondi,1,Satisfactory,73,PM10
2025-09-17,Greater Noida,2,Moderate,138,PM10
2025-09-17,Hajipur,1,Good,41,PM2.5
2025-09-17,Dungarpur,1,Satisfactory,52,PM10
2025-09-17,Firozabad,2,Good,36,"PM10, PM2.5"
2025-09-17,Gaya,2,Good,44,PM10
2025-09-17,Gangtok,1,Good,24,O3
2025-09-17,Gandhinagar,3,Satisfactory,70,PM10
2025-09-17,Dindigul,1,Good,36,PM10
2025-09-17,Eloor,1,Moderate,104,CO
2025-09-17,Durgapur,3,Good,47,"CO, PM10"
2025-09-17,Dhanbad,1,Satisfactory,84,NO2
2025-09-17,Dharwad,1,Good,49,PM10
2025-09-17,Dholpur,1,Good,44,PM10
