date,city,no_stations,aqi_category,aqi,prominent_pollutant
2023-08-23,Gangtok,1,Satisfactory,57,SO2
2023-08-23,Gorakhpur,1,Satisfactory,55,SO2
2023-08-23,Guwahati,4,Satisfactory,52,"CO, SO2"
2023-08-23,Karnal,1,Satisfactory,61,SO2
2023-08-23,Kohima,1,Satisfactory,53,SO2
2023-08-23,Koppal,1,Good,40,SO2
2023-08-23,Mahad,1,Good,35,SO2
2023-08-23,Palkalaiperur,1,Satisfactory,73,SO2
2023-08-23,Vrindavan,1,Good,30,SO2
2023-08-24,Gangtok,1,Satisfactory,56,SO2
2023-08-24,Gorakhpur,1,Satisfactory,55,SO2
2023-08-24,Guwahati,4,Satisfactory,62,"CO, SO2"
2023-08-24,Karnal,1,Satisfactory,65,SO2
2023-08-24,Kohima,1,Satisfactory,54,SO2
2023-08-24,Palkalaiperur,1,Satisfactory,73,SO2
2023-08-24,Shillong,2,Good,26,"PM10, SO2"
2023-08-24,Talcher,1,Good,40,SO2
2023-08-24,Varanasi,4,Good,27,"O3, SO2"
2023-08-24,Vrindavan,1,Good,29,SO2
2023-08-25,Brajrajnagar,1,Good,33,SO2
2023-08-25,Gadag,1,Good,44,SO2
2023-08-25,Gangtok,1,Satisfactory,56,SO2
2023-08-25,Gorakhpur,1,Satisfactory,54,SO2
2023-08-25,Guwahati,3,Satisfactory,61,"CO, SO2"
2023-08-25,Hassan,1,Good,35,SO2
2023-08-25,Kohima,1,Good,49,SO2
2023-08-25,Palkalaiperur,1,Satisfactory,73,SO2
2023-08-25,Salem,1,Satisfactory,78,SO2
2023-08-25,Shillong,2,Good,24,"PM10, SO2"
2023-08-25,Varanasi,4,Good,29,"PM10, SO2"
2023-08-26,Gadag,1,Good,45,SO2
2023-08-26,Gangtok,1,Satisfactory,57,SO2
2023-08-26,Gorakhpur,1,Satisfactory,54,SO2
2023-08-26,Guwahati,4,Satisfactory,52,"CO, SO2"
2023-08-26,Kohima,1,Good,49,SO2
2023-08-26,Palkalaiperur,1,Satisfactory,72,SO2
2023-08-26,Shillong,2,Good,19,SO2
2023-08-27,Gangtok,1,Satisfactory,58,SO2
2023-08-27,Guwahati,4,Satisfactory,55,"CO, SO2"
2023-08-27,Kohima,1,Satisfactory,51,SO2
2023-08-28,Gangtok,1,Satisfactory,59,SO2
2023-08-28,Guwahati,4,Satisfactory,58,"CO, SO2"
2023-08-28,Kohima,1,Satisfactory,51,SO2
2023-08-29,Gadag,1,Good,49,SO2
2023-08-29,Gangtok,1,Satisfactory,59,SO2
2023-08-29,Karnal,1,Satisfactory,62,SO2
2023-08-29,Mahad,1,Good,30,SO2
2023-08-29,Panchkula,1,Satisfactory,84,SO2
2023-08-29,Raichur,1,Satisfactory,51,SO2
2023-08-30,Gadag,1,Good,46,SO2
2023-08-30,Gangtok,1,Satisfactory,62,SO2
2023-08-31,Gadag,1,Good,46,SO2
2023-08-31,Gangtok,1,Satisfactory,62,SO2
2023-08-31,Hassan,1,Good,44,SO2
2023-08-31,Palkalaiperur,1,Satisfactory,72,SO2
2023-09-01,Gangtok,1,Satisfactory,60,SO2
2023-09-01,Raichur,1,Satisfactory,52,SO2
2023-09-02,Gadag,1,Good,39,SO2
2023-09-02,Gangtok,1,Satisfactory,65,SO2
2023-09-03,Gadag,1,Good,39,SO2
2023-09-03,Gangtok,1,Satisfactory,62,SO2
2023-09-04,Gangtok,1,Satisfactory,61,SO2
2023-09-04,Gorakhpur,1,Satisfactory,56,SO2
2023-09-04,Kohima,1,Satisfactory,55,SO2
2023-09-04,Talcher,1,Good,40,SO2
2023-09-05,Durgapur,1,Good,34,SO2
2023-09-05,Gadag,1,Good,47,SO2
2023-09-05,Gangtok,1,Satisfactory,61,SO2
2023-09-05,Gorakhpur,1,Satisfactory,59,SO2
2023-09-05,Karnal,1,Satisfactory,68,SO2
2023-09-05,Kohima,1,Satisfactory,58,SO2
2023-09-05,Salem,1,Satisfactory,79,SO2
2023-09-05,Talcher,1,Good,39,SO2
2023-09-06,Chikkaballapur,1,Good,23,SO2
2023-09-06,Durgapur,1,Good,34,SO2
2023-09-06,Gadag,1,Good,46,SO2
2023-09-06,Gangtok,1,Satisfactory,62,SO2
2023-09-06,Hassan,1,Good,49,SO2
2023-09-06,Kohima,1,Satisfactory,51,SO2
2023-09-06,Salem,1,Satisfactory,80,SO2
2023-09-06,Shillong,2,Good,36,"PM10, SO2"
2023-09-06,Talcher,1,Good,36,SO2
2023-09-06,Vrindavan,1,Good,29,SO2
2023-09-07,Brajrajnagar,1,Good,33,SO2
2023-09-07,Dewas,1,Good,46,SO2
2023-09-07,Gadag,1,Good,47,SO2
2023-09-07,Gangtok,1,Satisfactory,63,SO2
2023-09-07,Gorakhpur,1,Satisfactory,58,SO2
2023-09-07,Guwahati,4,Satisfactory,67,"CO, SO2"
2023-09-07,Hassan,1,Good,47,SO2
2023-09-07,Kohima,1,Good,50,SO2
2023-09-07,Kolkata,7,Good,30,"O3, SO2"
2023-09-07,Shillong,2,Good,31,"PM10, SO2"
2023-09-07,Talcher,1,Good,35,SO2
2023-09-07,Tirupur,1,Good,22,SO2
2023-09-07,Vrindavan,1,Good,30,SO2
2023-09-08,Gadag,1,Good,46,SO2
2023-09-08,Gangtok,1,Satisfactory,62,SO2
2023-09-08,Guwahati,3,Satisfactory,68,"CO, SO2"
2023-09-08,Kohima,1,Satisfactory,52,SO2
2023-09-08,Mandideep,1,Satisfactory,87,SO2
2023-09-08,Mumbai,22,Satisfactory,65,"CO, SO2"
2023-09-08,Shillong,1,Good,18,SO2
2023-09-08,Vrindavan,1,Good,28,SO2
2023-09-09,Bareilly,2,Good,33,"CO, SO2"
2023-09-09,Faridabad,3,Satisfactory,88,"CO, SO2"
2023-09-09,Gadag,1,Good,45,SO2
2023-09-09,Gangtok,1,Satisfactory,56,SO2
2023-09-09,Guwahati,3,Satisfactory,63,"CO, SO2"
2023-09-09,Hassan,1,Good,45,SO2
2023-09-09,Karnal,1,Good,44,SO2
2023-09-09,Mandikhera,1,Good,25,SO2
2023-09-09,Munger,1,Good,25,SO2
2023-09-09,Narnaul,1,Good,44,SO2
2023-09-09,Raichur,1,Good,50,SO2
2023-09-09,Salem,1,Satisfactory,77,SO2
2023-09-09,Shillong,1,Good,18,SO2
2023-09-09,Singrauli,1,Satisfactory,61,SO2
2023-09-09,Vrindavan,1,Good,30,SO2
2023-09-10,Bareilly,2,Good,33,"CO, SO2"
2023-09-10,Faridabad,3,Satisfactory,62,"PM10, SO2"
2023-09-10,Gadag,1,Good,45,SO2
2023-09-10,Gangtok,1,Satisfactory,60,SO2
2023-09-10,Khurja,1,Good,46,SO2
2023-09-10,Mandikhera,1,Good,25,SO2
2023-09-10,Mumbai,19,Satisfactory,54,"PM10, SO2"
2023-09-10,Narnaul,1,Good,45,SO2
2023-09-10,Salem,1,Good,26,SO2
2023-09-10,Singrauli,1,Satisfactory,79,SO2
2023-09-10,Vrindavan,1,Good,28,SO2
2023-09-11,Bareilly,1,Good,31,SO2
2023-09-11,Gadag,1,Good,43,SO2
2023-09-11,Gangtok,1,Satisfactory,63,SO2
2023-09-11,Mandikhera,1,Good,25,SO2
2023-09-11,Mumbai,18,Satisfactory,54,"CO, SO2"
2023-09-11,Narnaul,1,Good,42,SO2
2023-09-11,Palkalaiperur,1,Good,25,SO2
2023-09-11,Salem,1,Good,26,SO2
2023-09-11,Singrauli,1,Satisfactory,77,SO2
2023-09-11,Vrindavan,1,Good,28,SO2
2023-09-12,Gangtok,1,Satisfactory,62,SO2
2023-09-12,Mumbai,21,Satisfactory,59,"PM10, SO2"
2023-09-12,Palkalaiperur,1,Good,25,SO2
2023-09-12,Raichur,1,Satisfactory,51,SO2
2023-09-12,Rohtak,1,Good,47,SO2
2023-09-12,Salem,1,Satisfactory,69,SO2
2023-09-12,Vrindavan,1,Good,29,SO2
2023-09-13,Gadag,1,Good,47,SO2
2023-09-13,Gangtok,1,Satisfactory,59,SO2
2023-09-13,Hassan,1,Good,46,SO2
2023-09-13,Mumbai,18,Satisfactory,58,"CO, SO2"
2023-09-13,Raichur,1,Satisfactory,52,SO2
2023-09-13,Shillong,2,Good,30,"PM10, SO2"
2023-09-13,Vrindavan,1,Good,31,SO2
2023-09-14,Durgapur,1,Good,34,SO2
2023-09-14,Gangtok,1,Satisfactory,62,SO2
2023-09-14,Guwahati,3,Satisfactory,67,"CO, SO2"
2023-09-14,Kohima,1,Satisfactory,52,SO2
2023-09-14,Kolkata,6,Good,31,"CO, SO2"
2023-09-14,Raichur,1,Satisfactory,51,SO2
2023-09-14,Shillong,2,Good,30,"PM10, SO2"
2023-09-14,Singrauli,1,Satisfactory,52,SO2
2023-09-14,Varanasi,4,Good,29,"CO, SO2"
2023-09-15,Bareilly,2,Good,44,"PM10, SO2"
2023-09-15,Gadag,1,Good,46,SO2
2023-09-15,Gangtok,1,Satisfactory,61,SO2
2023-09-15,Hassan,1,Good,49,SO2
2023-09-15,Kohima,1,Satisfactory,53,SO2
2023-09-15,Mandikhera,1,Good,25,SO2
2023-09-15,Palkalaiperur,1,Good,25,SO2
2023-09-15,Raichur,1,Satisfactory,54,SO2
2023-09-15,Saharsa,1,Good,42,SO2
2023-09-15,Shillong,2,Good,31,"PM10, SO2"
2023-09-15,Singrauli,1,Satisfactory,62,SO2
2023-09-15,Talcher,1,Good,38,SO2
2023-09-16,Bareilly,1,Good,31,SO2
2023-09-16,Durgapur,1,Good,35,SO2
2023-09-16,Gadag,1,Good,45,SO2
2023-09-16,Gangtok,1,Satisfactory,66,SO2
2023-09-16,Guwahati,3,Satisfactory,69,"CO, SO2"
2023-09-16,Mandikhera,1,Good,26,SO2
2023-09-16,Salem,1,Satisfactory,79,SO2
2023-09-17,Bhopal,3,Good,30,"PM10, SO2"
2023-09-17,Firozabad,1,Good,26,SO2
2023-09-17,Gangtok,1,Satisfactory,69,SO2
2023-09-17,Kohima,1,Satisfactory,53,SO2
2023-09-17,Palkalaiperur,1,Good,24,SO2
2023-09-17,Ratlam,1,Good,10,SO2
2023-09-17,Vrindavan,1,Good,32,SO2
2023-09-18,Bareilly,2,Good,33,"O3, SO2"
2023-09-18,Gangtok,1,Satisfactory,67,SO2
2023-09-18,Gorakhpur,1,Good,45,SO2
2023-09-18,Hassan,1,Good,46,SO2
2023-09-18,Kohima,1,Satisfactory,53,SO2
2023-09-18,Mumbai,20,Satisfactory,58,"CO, SO2"
2023-09-18,Singrauli,1,Satisfactory,65,SO2
2023-09-18,Vrindavan,1,Good,31,SO2
2023-09-19,Baddi,1,Satisfactory,54,SO2
2023-09-19,Ballabgarh,1,Satisfactory,70,SO2
2023-09-19,Gadag,1,Good,45,SO2
2023-09-19,Gangtok,1,Satisfactory,65,SO2
2023-09-19,Kohima,1,Satisfactory,53,SO2
2023-09-19,Salem,1,Satisfactory,80,SO2
2023-09-19,Singrauli,1,Satisfactory,63,SO2
2023-09-19,Varanasi,4,Good,28,SO2
2023-09-19,Vrindavan,1,Good,30,SO2
2023-09-20,Gadag,1,Good,46,SO2
2023-09-20,Gangtok,1,Satisfactory,59,SO2
2023-09-20,Kohima,1,Satisfactory,53,SO2
2023-09-20,Palkalaiperur,1,Good,25,SO2
2023-09-20,Raichur,1,Satisfactory,87,SO2
2023-09-20,Salem,1,Satisfactory,77,SO2
2023-09-20,Shillong,2,Good,21,"PM10, SO2"
2023-09-20,Singrauli,1,Satisfactory,74,SO2
2023-09-21,Gadag,1,Good,47,SO2
2023-09-21,Gangtok,1,Satisfactory,58,SO2
2023-09-21,Koppal,1,Satisfactory,53,SO2
2023-09-21,Palkalaiperur,1,Good,26,SO2
2023-09-21,Raichur,1,Satisfactory,94,SO2
2023-09-21,Saharsa,1,Good,41,SO2
2023-09-21,Shillong,2,Good,20,"O3, SO2"
2023-09-21,Talcher,1,Good,40,SO2
2023-09-21,Vrindavan,1,Good,31,SO2
2023-09-22,Gadag,1,Good,45,SO2
2023-09-22,Gangtok,1,Satisfactory,56,SO2
2023-09-22,Gorakhpur,1,Good,41,SO2
2023-09-22,Koppal,1,Good,50,SO2
2023-09-22,Saharsa,1,Good,41,SO2
2023-09-22,Salem,1,Good,41,SO2
2023-09-22,Shillong,2,Good,19,SO2
2023-09-22,Singrauli,1,Satisfactory,59,SO2
2023-09-22,Talcher,1,Good,40,SO2
2023-09-23,Bareilly,2,Satisfactory,52,"PM10, SO2"
2023-09-23,Gadag,1,Good,46,SO2
2023-09-23,Gangtok,1,Satisfactory,56,SO2
2023-09-23,Gorakhpur,1,Good,40,SO2
2023-09-23,Kohima,1,Satisfactory,55,SO2
2023-09-23,Koppal,1,Satisfactory,52,SO2
2023-09-23,Munger,1,Good,22,SO2
2023-09-23,Palkalaiperur,1,Good,25,SO2
2023-09-23,Saharsa,1,Good,41,SO2
2023-09-23,Salem,1,Good,31,SO2
2023-09-23,Shillong,2,Good,19,SO2
2023-09-23,Singrauli,1,Satisfactory,71,SO2
2023-09-23,Talcher,1,Good,46,SO2
2023-09-23,Varanasi,4,Good,26,"O3, SO2"
2023-09-23,Vrindavan,1,Good,33,SO2
2023-09-24,Gadag,1,Good,46,SO2
2023-09-24,Gangtok,1,Satisfactory,55,SO2
2023-09-24,Gorakhpur,1,Good,40,SO2
2023-09-24,Kohima,1,Satisfactory,61,SO2
2023-09-24,Koppal,1,Satisfactory,51,SO2
2023-09-24,Mahad,1,Good,38,SO2
2023-09-24,Palkalaiperur,1,Good,25,SO2
2023-09-24,Prayagraj,3,Satisfactory,79,"PM2.5, SO2"
2023-09-24,Shillong,2,Good,23,"PM10, SO2"
2023-09-24,Singrauli,1,Satisfactory,83,SO2
2023-09-24,Varanasi,4,Good,26,"O3, SO2"
2023-09-25,Gadag,1,Good,46,SO2
2023-09-25,Gangtok,1,Satisfactory,56,SO2
2023-09-25,Gorakhpur,1,Good,39,SO2
2023-09-25,Hassan,1,Good,46,SO2
2023-09-25,Kohima,1,Satisfactory,58,SO2
2023-09-25,Koppal,1,Good,50,SO2
2023-09-25,Raichur,1,Satisfactory,80,SO2
2023-09-25,Varanasi,4,Good,28,"O3, SO2"
2023-09-26,Gangtok,1,Satisfactory,61,SO2
2023-09-26,Gorakhpur,1,Good,39,SO2
2023-09-26,Imphal,1,Satisfactory,62,SO2
2023-09-26,Kohima,1,Satisfactory,55,SO2
2023-09-26,Koppal,1,Satisfactory,51,SO2
2023-09-26,Palkalaiperur,1,Good,25,SO2
2023-09-26,Raichur,1,Satisfactory,80,SO2
2023-09-26,Salem,1,Good,40,SO2
2023-09-26,Singrauli,1,Satisfactory,66,SO2
2023-09-26,Talcher,1,Satisfactory,56,SO2
2023-09-26,Varanasi,4,Good,28,"O3, SO2"
2023-09-27,Gangtok,1,Satisfactory,62,SO2
2023-09-27,Imphal,1,Satisfactory,71,SO2
2023-09-27,Singrauli,1,Satisfactory,71,SO2
2023-09-28,Davanagere,1,Good,20,SO2
2023-09-28,Gangtok,1,Satisfactory,62,SO2
2023-09-28,Imphal,1,Satisfactory,71,SO2
2023-09-28,Kohima,1,Satisfactory,54,SO2
2023-09-29,Gangtok,1,Satisfactory,63,SO2
2023-09-29,Imphal,1,Satisfactory,71,SO2
2023-09-29,Kohima,1,Satisfactory,54,SO2
2023-09-29,Koppal,1,Satisfactory,54,SO2
2023-09-29,Palkalaiperur,1,Good,25,SO2
2023-09-29,Salem,1,Good,27,SO2
2023-09-29,Singrauli,1,Satisfactory,79,SO2
2023-09-29,Yadgir,1,Good,21,SO2
2023-09-30,Gangtok,1,Satisfactory,65,SO2
2023-09-30,Imphal,1,Satisfactory,70,SO2
2023-09-30,Kohima,1,Satisfactory,54,SO2
2023-09-30,Koppal,1,Satisfactory,52,SO2
2023-09-30,Palkalaiperur,1,Good,25,SO2
2023-09-30,Salem,1,Good,26,SO2
2023-09-30,Shillong,2,Good,32,"PM10, SO2"
2023-09-30,Singrauli,1,Satisfactory,68,SO2
2023-09-30,Tirupur,1,Good,24,SO2
2023-10-01,Gangtok,1,Satisfactory,59,SO2
2023-10-01,Gorakhpur,1,Good,39,SO2
2023-10-01,Imphal,1,Satisfactory,70,SO2
2023-10-01,Kohima,1,Satisfactory,55,SO2
2023-10-01,Koppal,1,Satisfactory,54,SO2
2023-10-01,Palkalaiperur,1,Good,25,SO2
2023-10-01,Salem,1,Good,26,SO2
2023-10-01,Shillong,2,Good,26,"PM10, SO2"
2023-10-01,Singrauli,1,Satisfactory,63,SO2
2023-10-01,Tirupur,1,Good,24,SO2
2023-10-02,Bhagalpur,2,Good,36,"O3, SO2"
2023-10-02,Brajrajnagar,1,Good,33,SO2
2023-10-02,Gangtok,1,Satisfactory,61,SO2
2023-10-02,Imphal,1,Satisfactory,71,SO2
2023-10-02,Salem,1,Good,26,SO2
2023-10-02,Shillong,2,Good,32,"PM10, SO2"
2023-10-02,Tirupur,1,Good,24,SO2
2023-10-03,Bhagalpur,2,Good,42,"CO, SO2"
2023-10-03,Gangtok,1,Satisfactory,60,SO2
2023-10-03,Gorakhpur,1,Good,39,SO2
2023-10-03,Imphal,1,Satisfactory,72,SO2
2023-10-03,Kohima,1,Satisfactory,55,SO2
2023-10-03,Kolkata,6,Good,31,"PM10, SO2"
2023-10-03,Shillong,2,Good,22,SO2
2023-10-04,Bhagalpur,2,Good,34,"O3, SO2"
2023-10-04,Brajrajnagar,1,Good,33,SO2
2023-10-04,Gangtok,1,Satisfactory,57,SO2
2023-10-04,Imphal,1,Satisfactory,72,SO2
2023-10-04,Kohima,1,Good,44,SO2
2023-10-04,Shillong,2,Good,22,SO2
2023-10-05,Gangtok,1,Satisfactory,56,SO2
2023-10-05,Gorakhpur,1,Good,38,SO2
2023-10-05,Kohima,1,Good,43,SO2
2023-10-05,Shillong,2,Good,26,"PM10, SO2"
2023-10-06,Gangtok,1,Satisfactory,57,SO2
2023-10-06,Kohima,1,Good,44,SO2
2023-10-06,Saharsa,1,Good,41,SO2
2023-10-06,Salem,1,Satisfactory,80,SO2
2023-10-06,Shillong,2,Good,22,SO2
2023-10-06,Singrauli,1,Satisfactory,56,SO2
2023-10-07,Gangtok,1,Satisfactory,59,SO2
2023-10-07,Guwahati,1,Good,38,SO2
2023-10-07,Imphal,1,Satisfactory,72,SO2
2023-10-07,Kohima,1,Good,43,SO2
2023-10-07,Salem,1,Satisfactory,80,SO2
2023-10-08,Gangtok,1,Satisfactory,57,SO2
2023-10-08,Imphal,1,Satisfactory,73,SO2
2023-10-09,Gangtok,1,Satisfactory,58,SO2
2023-10-09,Imphal,1,Satisfactory,74,SO2
2023-10-10,Bhagalpur,2,Satisfactory,88,"PM2.5, SO2"
2023-10-10,Gangtok,1,Satisfactory,58,SO2
2023-10-10,Imphal,1,Satisfactory,73,SO2
2023-10-10,Palkalaiperur,1,Good,25,SO2
2023-10-10,Salem,1,Satisfactory,75,SO2
2023-10-11,Gangtok,1,Satisfactory,57,SO2
2023-10-11,Imphal,1,Satisfactory,73,SO2
2023-10-12,Gangtok,1,Satisfactory,58,SO2
2023-10-12,Imphal,1,Satisfactory,76,SO2
2023-10-13,Gangtok,1,Satisfactory,57,SO2
2023-10-13,Imphal,1,Satisfactory,76,SO2
2023-10-14,Gangtok,1,Satisfactory,58,SO2
2023-10-14,Imphal,1,Satisfactory,76,SO2
2023-10-15,Gangtok,1,Satisfactory,55,SO2
2023-10-15,Imphal,1,Satisfactory,76,SO2
2023-10-15,Palkalaiperur,1,Good,25,SO2
2023-10-16,Gangtok,1,Satisfactory,54,SO2
2023-10-16,Imphal,1,Satisfactory,76,SO2
2023-10-17,Gangtok,1,Satisfactory,56,SO2
2023-10-17,Imphal,1,Satisfactory,77,SO2
2023-10-17,Salem,1,Good,39,SO2
2023-10-18,Gangtok,1,Satisfactory,55,SO2
2023-10-18,Imphal,1,Satisfactory,77,SO2
2023-10-18,Karnal,1,Satisfactory,62,SO2
2023-10-19,Gangtok,1,Satisfactory,55,SO2
2023-10-19,Imphal,1,Satisfactory,77,SO2
2023-10-20,Gangtok,1,Satisfactory,57,SO2
2023-10-20,Imphal,1,Satisfactory,77,SO2
2023-10-21,Gangtok,1,Satisfactory,57,SO2
2023-10-21,Imphal,1,Satisfactory,77,SO2
2023-10-22,Gangtok,1,Satisfactory,58,SO2
2023-10-22,Imphal,1,Satisfactory,78,SO2
2023-10-23,Gangtok,1,Satisfactory,57,SO2
2023-10-23,Imphal,1,Satisfactory,78,SO2
2023-10-23,Kolkata,7,Moderate,107,"PM10, SO2"
2023-10-24,Gangtok,1,Satisfactory,58,SO2
2023-10-24,Kolkata,7,Satisfactory,70,"O3, SO2"
2023-10-25,Gangtok,1,Satisfactory,58,SO2
2023-10-25,Imphal,1,Satisfactory,74,SO2
2023-10-25,Kohima,1,Good,44,SO2
2023-10-25,Shillong,1,Good,15,SO2
2023-10-26,Gangtok,1,Satisfactory,58,SO2
2023-10-27,Gangtok,1,Satisfactory,58,SO2
2023-10-27,Imphal,1,Satisfactory,73,SO2
2023-10-28,Gangtok,1,Satisfactory,57,SO2
2023-10-29,Gangtok,1,Satisfactory,56,SO2
2023-10-30,Gangtok,1,Satisfactory,57,SO2
2023-10-31,Imphal,1,Satisfactory,75,SO2
2023-11-01,Imphal,1,Satisfactory,75,SO2
2023-11-01,Shillong,2,Satisfactory,60,"PM10, SO2"
2023-11-02,Imphal,1,Satisfactory,76,SO2
2023-11-03,Imphal,1,Satisfactory,75,SO2
2023-11-03,Kalaburagi,2,Satisfactory,56,"PM10, SO2"
2023-11-03,Salem,1,Satisfactory,81,SO2
2023-11-04,Imphal,1,Satisfactory,76,SO2
2023-11-04,Kalaburagi,2,Satisfactory,62,"PM10, SO2"
2023-11-04,Salem,1,Satisfactory,80,SO2
2023-11-05,Imphal,1,Satisfactory,75,SO2
2023-11-05,Salem,1,Satisfactory,61,SO2
2023-11-06,Imphal,1,Satisfactory,76,SO2
2023-11-07,Gangtok,1,Satisfactory,56,SO2
2023-11-07,Imphal,1,Satisfactory,76,SO2
2023-11-07,Salem,1,Good,35,SO2
2023-11-08,Gangtok,1,Satisfactory,57,SO2
2023-11-08,Imphal,1,Satisfactory,77,SO2
2023-11-09,Gangtok,1,Satisfactory,56,SO2
2023-11-09,Imphal,1,Satisfactory,76,SO2
2023-11-10,Gangtok,1,Satisfactory,56,SO2
2023-11-10,Imphal,1,Satisfactory,76,SO2
2023-11-10,Kalaburagi,2,Good,42,"CO, SO2"
2023-11-10,Salem,1,Satisfactory,80,SO2
2023-11-11,Gangtok,1,Satisfactory,55,SO2
2023-11-11,Imphal,1,Satisfactory,76,SO2
2023-11-11,Khurja,1,Satisfactory,58,SO2
2023-11-12,Gangtok,1,Satisfactory,56,SO2
2023-11-12,Imphal,1,Satisfactory,76,SO2
2023-11-12,Khurja,1,Satisfactory,58,SO2
2023-11-13,Gangtok,1,Satisfactory,56,SO2
2023-11-14,Gangtok,1,Satisfactory,57,SO2
2023-11-15,Gangtok,1,Satisfactory,57,SO2
2023-11-15,Imphal,1,Satisfactory,77,SO2
2023-11-16,Gangtok,1,Satisfactory,57,SO2
2023-11-16,Imphal,1,Satisfactory,77,SO2
2023-11-16,Kohima,1,Good,47,SO2
2023-11-17,Gangtok,1,Satisfactory,58,SO2
2023-11-17,Kohima,1,Good,47,SO2
2023-11-18,Gangtok,1,Satisfactory,58,SO2
2023-11-18,Kohima,1,Good,47,SO2
2023-11-18,Sasaram,1,Satisfactory,83,SO2
2023-11-18,Shillong,2,Good,20,SO2
2023-11-19,Gangtok,1,Satisfactory,58,SO2
2023-11-19,Imphal,1,Satisfactory,75,SO2
2023-11-19,Kalaburagi,2,Satisfactory,60,"PM10, SO2"
2023-11-20,Gangtok,1,Satisfactory,58,SO2
2023-11-20,Imphal,1,Satisfactory,76,SO2
2023-11-20,Kalaburagi,2,Satisfactory,52,"PM10, SO2"
2023-11-20,Salem,1,Satisfactory,80,SO2
2023-11-20,Sasaram,1,Moderate,105,SO2
2023-11-21,Gangtok,1,Satisfactory,56,SO2
2023-11-21,Imphal,1,Satisfactory,75,SO2
2023-11-22,Cuddalore,1,Good,16,SO2
2023-11-22,Gangtok,1,Satisfactory,55,SO2
2023-11-22,Imphal,1,Satisfactory,75,SO2
2023-11-22,Kanchipuram,1,Good,21,SO2
2023-11-23,Gangtok,1,Satisfactory,54,SO2
2023-11-23,Palkalaiperur,1,Good,26,SO2
2023-11-23,Salem,1,Satisfactory,81,SO2
2023-11-24,Gangtok,1,Satisfactory,55,SO2
2023-11-24,Imphal,1,Satisfactory,75,SO2
2023-11-24,Kalaburagi,2,Satisfactory,58,"PM10, SO2"
2023-11-24,Palkalaiperur,1,Good,26,SO2
2023-11-24,Salem,1,Satisfactory,81,SO2
2023-11-25,Gangtok,1,Satisfactory,55,SO2
2023-11-25,Imphal,1,Satisfactory,76,SO2
2023-11-25,Ramanagara,1,Good,33,SO2
2023-11-25,Salem,1,Satisfactory,81,SO2
2023-11-26,Gangtok,1,Satisfactory,55,SO2
2023-11-26,Imphal,1,Satisfactory,75,SO2
2023-11-26,Kohima,1,Good,48,SO2
2023-11-26,Palkalaiperur,1,Good,26,SO2
2023-11-27,Gangtok,1,Satisfactory,56,SO2
2023-11-27,Imphal,1,Satisfactory,75,SO2
2023-11-27,Palkalaiperur,1,Good,26,SO2
2023-11-27,Shillong,2,Satisfactory,74,"PM10, SO2"
2023-11-28,Gangtok,1,Satisfactory,56,SO2
2023-11-28,Imphal,1,Satisfactory,76,SO2
2023-11-28,Kanchipuram,1,Good,20,SO2
2023-11-28,Palkalaiperur,1,Good,26,SO2
2023-11-29,Gangtok,1,Satisfactory,55,SO2
2023-11-29,Imphal,1,Satisfactory,76,SO2
2023-11-29,Palkalaiperur,1,Good,26,SO2
2023-11-29,Salem,1,Satisfactory,80,SO2
2023-11-30,Gangtok,1,Satisfactory,55,SO2
2023-11-30,Imphal,1,Satisfactory,76,SO2
2023-11-30,Kanchipuram,1,Good,26,SO2
2023-11-30,Palkalaiperur,1,Good,26,SO2
2023-11-30,Salem,1,Satisfactory,80,SO2
2023-12-01,Gangtok,1,Satisfactory,53,SO2
2023-12-01,Kanchipuram,1,Good,20,SO2
2023-12-01,Palkalaiperur,1,Good,26,SO2
2023-12-02,Gangtok,1,Satisfactory,52,SO2
2023-12-02,Imphal,1,Satisfactory,77,SO2
2023-12-02,Salem,1,Satisfactory,69,SO2
2023-12-03,Cuddalore,1,Good,16,SO2
2023-12-03,Gangtok,1,Satisfactory,53,SO2
2023-12-03,Imphal,1,Satisfactory,77,SO2
2023-12-03,Salem,1,Satisfactory,81,SO2
2023-12-04,Gangtok,1,Satisfactory,53,SO2
2023-12-04,Imphal,1,Satisfactory,77,SO2
2023-12-05,Gangtok,1,Satisfactory,53,SO2
2023-12-05,Imphal,1,Satisfactory,77,SO2
2023-12-05,Mandideep,1,Moderate,115,SO2
2023-12-05,Salem,1,Satisfactory,73,SO2
2023-12-06,Gangtok,1,Satisfactory,52,SO2
2023-12-06,Imphal,2,Moderate,162,"PM2.5, SO2"
2023-12-06,Karnal,1,Satisfactory,87,SO2
2023-12-06,Mandideep,1,Moderate,118,SO2
2023-12-06,Palkalaiperur,1,Good,27,SO2
2023-12-07,Durgapur,1,Good,34,SO2
2023-12-07,Gangtok,1,Satisfactory,53,SO2
2023-12-07,Imphal,2,Moderate,118,"PM2.5, SO2"
2023-12-08,Gangtok,1,Satisfactory,51,SO2
2023-12-08,Guwahati,3,Satisfactory,62,"PM2.5, SO2"
2023-12-08,Imphal,2,Satisfactory,68,SO2
2023-12-08,Kohima,1,Good,49,SO2
2023-12-08,Palkalaiperur,1,Good,27,SO2
2023-12-08,Prayagraj,3,Satisfactory,53,"PM10, SO2"
2023-12-08,Salem,1,Satisfactory,68,SO2
2023-12-08,Shillong,2,Good,30,"O3, SO2"
