city,year,mean_station_count,ed,deviation,station_cat
Kolkata,2019,3.633608815426997,0.10807471599142786,0,4-15
Kolkata,2020,6.1256830601092895,0.16539551015094986,0,4-15
Kolkata,2021,6.405479452054794,0.08457504039152437,0,4-15
Kolkata,2022,6.597260273972603,0.09902952897491699,0,4-15
Kolkata,2023,6.813698630136987,0.05347609659590642,0,4-15
Kolkata,2024,6.775956284153006,0.12169705532391228,0,4-15
Howrah,2018,1.648562300319489,0.11983337746406887,0,1-3
Howrah,2019,2.2356164383561645,0.11748511681129348,0,1-3
Howrah,2020,2.530054644808743,0.17023836848845303,0,1-3
Howrah,2021,2.8493150684931505,0.13912565632577262,0,1-3
Howrah,2022,2.7945205479452055,0.16264764107351473,0,1-3
Howrah,2023,2.824657534246575,0.07223910818153817,0,1-3
Howrah,2024,3.5327868852459017,0.09449920204735095,0,4-15
Tirupati,2018,1.0,0.22392192670887617,0,1-3
Tirupati,2019,1.0,0.29185129845287594,1,1-3
Tirupati,2020,1.0,0.36354952403512786,1,1-3
Tirupati,2021,1.0,0.3008616926092322,1,1-3
Tirupati,2022,1.1124620060790273,0.3132488814476186,1,1-3
Tirupati,2023,1.7443181818181819,0.3054636268592743,1,1-3
Tirupati,2024,1.5977961432506886,0.28381769012624236,1,1-3
Visakhapatnam,2018,1.0,0.2108852271216344,0,1-3
Visakhapatnam,2020,1.0,0.17150676231163325,0,1-3
Visakhapatnam,2021,1.0,0.18835252403124977,0,1-3
Visakhapatnam,2022,1.0,0.24218928526220512,0,1-3
Visakhapatnam,2023,1.0,0.28709772891810886,1,1-3
Visakhapatnam,2024,1.0,0.25794391462146127,1,1-3
Thane,2020,1.0,0.11317767008755371,0,1-3
Thane,2024,2.5737704918032787,0.16968709559949038,0,1-3
Aurangabad,2018,1.0,0.2310465416654773,0,1-3
Aurangabad,2019,1.0,0.33214606326592505,1,1-3
Aurangabad,2020,1.0,0.3554259511601378,1,1-3
Aurangabad,2022,1.0,0.27635335579733833,1,1-3
Aurangabad,2023,1.9215686274509804,0.2010988020288342,0,1-3
Aurangabad,2024,2.5534246575342467,0.21942164618494672,0,1-3
Durgapur,2022,1.0,0.19831966165543888,0,1-3
Durgapur,2023,1.0,0.19428162651362316,0,1-3
Durgapur,2024,1.9183098591549297,0.19597817879958865,0,1-3
Amritsar,2019,1.0,0.16174019254986385,0,1-3
Amritsar,2020,1.0,0.14464255191095518,0,1-3
Amritsar,2021,1.0,0.17324683974176633,0,1-3
Amritsar,2022,1.0,0.2895033994360951,1,1-3
Amritsar,2023,1.0,0.234496384477094,0,1-3
Amritsar,2024,1.0,0.26344025678128674,1,1-3
Mandi Gobindgarh,2018,1.0,0.16660195258561428,0,1-3
Mandi Gobindgarh,2019,1.0,0.14480028812035653,0,1-3
Mandi Gobindgarh,2020,1.0,0.17994980225557144,0,1-3
Mandi Gobindgarh,2021,1.0,0.15217021473504078,0,1-3
Mandi Gobindgarh,2022,1.0,0.18752497452659303,0,1-3
Mandi Gobindgarh,2023,1.0,0.1750159566740192,0,1-3
Mandi Gobindgarh,2024,1.0,0.2412623913905141,0,1-3
Ludhiana,2018,1.0,0.21554360884002882,0,1-3
Ludhiana,2019,1.0,0.21195660240935874,0,1-3
Ludhiana,2020,1.0,0.1519337339235135,0,1-3
Ludhiana,2021,1.0,0.1806965364817466,0,1-3
Ludhiana,2022,1.0,0.2874467333706327,1,1-3
Ludhiana,2023,1.0,0.188607970922627,0,1-3
Ludhiana,2024,1.0,0.20896944154313116,0,1-3
Vijayawada,2018,1.0,0.38969945223018765,1,1-3
Vijayawada,2024,3.3496932515337425,0.47712002068858095,1,4-15
Ghaziabad,2018,1.0,0.1771425904456051,0,1-3
Ghaziabad,2019,2.607142857142857,0.16997931115214512,0,1-3
Ghaziabad,2020,3.6420765027322406,0.08844814301990003,0,4-15
Ghaziabad,2021,3.6931506849315068,0.16316878587619243,0,4-15
Ghaziabad,2022,3.758904109589041,0.21373479312523536,0,4-15
Ghaziabad,2023,3.8956043956043955,0.18016837868765143,0,4-15
Ghaziabad,2024,3.879781420765027,0.17772020143960968,0,4-15
Noida,2018,1.7541436464088398,0.1656088329775866,0,1-3
Noida,2019,2.789041095890411,0.1339841557847092,0,1-3
Noida,2020,3.5628415300546448,0.08745160183405233,0,4-15
Noida,2021,3.337912087912088,0.11421826950331125,0,4-15
Noida,2022,3.6575342465753424,0.1864284167012383,0,4-15
Noida,2023,3.8049450549450547,0.18101734992768884,0,4-15
Noida,2024,3.7295081967213113,0.15509496858970756,0,4-15
Thiruvananthapuram,2018,1.0,0.28718185785572997,1,1-3
Thiruvananthapuram,2019,1.0,0.3105319080483473,1,1-3
Thiruvananthapuram,2020,1.6181318681318682,0.39602659656921185,1,1-3
Thiruvananthapuram,2021,1.8176795580110496,0.381534587704154,1,1-3
Thiruvananthapuram,2022,1.7458563535911602,0.36643417437652354,1,1-3
Thiruvananthapuram,2023,1.8033240997229918,0.27331842546545787,1,1-3
Thiruvananthapuram,2024,1.906849315068493,0.4468365854069066,1,1-3
Rajamahendravaram,2018,1.0,0.2131221010321008,0,1-3
Rajamahendravaram,2019,1.0,0.22066913662810625,0,1-3
Rajamahendravaram,2020,1.0,0.20833949883465222,0,1-3
Rajamahendravaram,2021,1.0,0.08486993354065131,0,1-3
Rajamahendravaram,2022,1.0,0.05581548629191404,0,1-3
Rajamahendravaram,2023,1.0,0.07079734472772163,0,1-3
Rajamahendravaram,2024,1.0,0.2455462226123084,0,1-3
Moradabad,2018,1.0,0.15847260802686222,0,1-3
Moradabad,2021,1.2019867549668874,0.17157035617368613,0,1-3
Moradabad,2022,4.706849315068493,0.30225371126006545,1,4-15
Moradabad,2023,5.802739726027397,0.3249526668463288,1,4-15
Moradabad,2024,5.743169398907104,0.2755421634487032,1,4-15
Bhiwadi,2019,1.0,0.27812904503293695,1,1-3
Bhiwadi,2020,1.0,0.14763192710989603,0,1-3
Bhiwadi,2021,1.0,0.24309917508089277,0,1-3
Bhiwadi,2022,1.0,0.20329522816956527,0,1-3
Bhiwadi,2023,1.0,0.20111327719942784,0,1-3
Bhiwadi,2024,1.7119113573407203,0.22101938686140107,0,1-3
Alwar,2019,1.0,0.2868974264519839,1,1-3
Alwar,2020,1.0,0.3668114066333612,1,1-3
Alwar,2021,1.0,0.2716605720078667,1,1-3
Alwar,2022,1.0,0.2840332469792359,1,1-3
Alwar,2023,1.0,0.3009874796498448,1,1-3
Alwar,2024,1.0,0.2695681963090879,1,1-3
Kota,2018,1.0,0.41976738960050064,1,1-3
Kota,2019,1.0,0.232083164122138,0,1-3
Kota,2020,1.0,0.1541890852636274,0,1-3
Kota,2021,1.0,0.14779061334379714,0,1-3
Kota,2022,1.0,0.29153087508434455,1,1-3
Kota,2023,2.769230769230769,0.18784224579332875,0,1-3
Kota,2024,2.8961748633879782,0.2080607918508236,0,1-3
Pali,2018,1.0,0.2709038971594397,1,1-3
Pali,2019,1.0,0.35619687906667186,1,1-3
Pali,2020,1.0,0.29265601969211574,1,1-3
Pali,2021,1.0,0.2969065729719779,1,1-3
Pali,2022,1.0,0.33326710761101824,1,1-3
Pali,2023,1.0,0.3323062312073757,1,1-3
Pali,2024,1.0,0.33899111859927267,1,1-3
Ajmer,2018,1.0,0.3779878304882241,1,1-3
Ajmer,2019,1.0,0.2878724345099445,1,1-3
Ajmer,2020,1.0,0.24884874355543266,0,1-3
Ajmer,2021,1.0,0.272985933054367,1,1-3
Ajmer,2022,1.0,0.3367625531883353,1,1-3
Ajmer,2023,1.0,0.30935079795532405,1,1-3
Ajmer,2024,1.0,0.2532225461441252,1,1-3
Udaipur,2018,1.0,0.38126675516054537,1,1-3
Udaipur,2019,1.0,0.25904916790027277,1,1-3
Udaipur,2020,1.0,0.24473001915499254,0,1-3
Udaipur,2021,1.0,0.3078370023095888,1,1-3
Udaipur,2022,1.0,0.32192759167904605,1,1-3
Udaipur,2023,1.0,0.2445752361599358,0,1-3
Udaipur,2024,1.0,0.29163303713172545,1,1-3
Dewas,2018,1.0,0.42577511810207763,1,1-3
Dewas,2019,1.0,0.3168645772705341,1,1-3
Dewas,2020,1.0,0.23138690253436084,0,1-3
Dewas,2021,1.0,0.13006840426401087,0,1-3
Dewas,2022,1.0,0.2574106844676897,1,1-3
Dewas,2023,1.0,0.23165594727742586,0,1-3
Dewas,2024,1.0,0.18728765630049066,0,1-3
Pithampur,2018,1.0,0.4675057037927878,1,1-3
Pithampur,2019,1.0,0.3022927997534424,1,1-3
Pithampur,2020,1.0,0.268347689422226,1,1-3
Pithampur,2021,1.0,0.2350611631052018,0,1-3
Pithampur,2022,1.0,0.3231542013400522,1,1-3
Pithampur,2023,1.0,0.28885304203434337,1,1-3
Pithampur,2024,1.0,0.27541816665670393,1,1-3
Ujjain,2018,1.0,0.34870027950271765,1,1-3
Ujjain,2019,1.0,0.3057904635240839,1,1-3
Ujjain,2020,1.0,0.19837501616773923,0,1-3
Ujjain,2021,1.0,0.2904709376797529,1,1-3
Ujjain,2022,1.0,0.3584878201216901,1,1-3
Ujjain,2023,1.0,0.2885721416045828,1,1-3
Ujjain,2024,1.0,0.3059212182825118,1,1-3
Amaravati,2018,1.0,0.16253543312738458,0,1-3
Amaravati,2020,1.0,0.2685565553298987,1,1-3
Amaravati,2021,1.0,0.1402687344391218,0,1-3
Amaravati,2022,1.0,0.17532459216731514,0,1-3
Amaravati,2023,1.0,0.13877768069824115,0,1-3
Amaravati,2024,1.0,0.2684613975157426,1,1-3
Singrauli,2018,1.0,0.22924351933227233,0,1-3
Singrauli,2020,1.0,0.12017085886651048,0,1-3
Singrauli,2021,1.0,0.182538795631928,0,1-3
Singrauli,2022,1.0,0.2910644108946344,1,1-3
Singrauli,2023,1.0,0.21135771156583444,0,1-3
Singrauli,2024,1.0,0.238522020721923,0,1-3
Mandideep,2018,1.0,0.25800219293044874,1,1-3
Mandideep,2019,1.0,0.2389550722294188,0,1-3
Mandideep,2020,1.0,0.2068875819373413,0,1-3
Mandideep,2021,1.0,0.09998875027467478,0,1-3
Mandideep,2022,1.0,0.16871532345661186,0,1-3
Mandideep,2023,1.0,0.28718642347901113,1,1-3
Mandideep,2024,1.0,0.18671093688945656,0,1-3
Satna,2018,1.0,0.37920167230562896,1,1-3
Satna,2019,1.0,0.27443003544691535,1,1-3
Satna,2020,1.0,0.4325235626036933,1,1-3
Satna,2021,1.0,0.39119560770057915,1,1-3
Satna,2022,1.0,0.39825565383211203,1,1-3
Satna,2023,1.0,0.19977635410861103,0,1-3
Satna,2024,1.0,0.4870695721485966,1,1-3
Asansol,2019,1.0,0.11331457734539788,0,1-3
Asansol,2020,1.0,0.06531878793202563,0,1-3
Asansol,2021,1.0,0.09925787836519906,0,1-3
Asansol,2022,1.0,0.17120236637723663,0,1-3
Asansol,2023,1.0,0.17081229037422327,0,1-3
Asansol,2024,2.4644808743169397,0.1451415217206839,0,1-3
Siliguri,2019,1.0,0.0799760011716169,0,1-3
Siliguri,2021,1.0,0.15806749499391595,0,1-3
Siliguri,2022,1.0,0.11518461907225327,0,1-3
Siliguri,2023,1.0,0.1805681245470135,0,1-3
Siliguri,2024,1.0,0.15474658512910758,0,1-3
Patiala,2018,1.0,0.20482716952322866,0,1-3
Patiala,2019,1.0,0.17359753574249273,0,1-3
Patiala,2020,1.0,0.12550738276544918,0,1-3
Patiala,2021,1.0,0.16396176350215597,0,1-3
Patiala,2022,1.0,0.2594794321317048,1,1-3
Patiala,2023,1.0,0.17345052264002067,0,1-3
Patiala,2024,1.0,0.17651373597599232,0,1-3
Talcher,2021,1.0,0.25606815234487273,1,1-3
Talcher,2022,1.0,0.16008755960162316,0,1-3
Talcher,2024,1.0,0.15825842322920466,0,1-3
Jalandhar,2019,1.0,0.34133450520118896,1,1-3
Jalandhar,2020,1.0,0.1252530392251976,0,1-3
Jalandhar,2021,1.0,0.18104372025810328,0,1-3
Jalandhar,2022,1.0,0.2622533916624981,1,1-3
Jalandhar,2023,1.0,0.17908157140393,0,1-3
Jalandhar,2024,1.0,0.21261849602094002,0,1-3
Brajrajnagar,2024,1.0,0.25865591993499254,1,1-3
Khanna,2019,1.0,0.176879543963261,0,1-3
Khanna,2020,1.0,0.1542442226399148,0,1-3
Khanna,2021,1.0,0.18874995141466455,0,1-3
Khanna,2022,1.0,0.2711463005903486,1,1-3
Khanna,2023,1.0,0.2059758533727389,0,1-3
Khanna,2024,1.0,0.2640810563384755,1,1-3
Rupnagar,2019,1.0,0.1970106602309272,0,1-3
Rupnagar,2022,1.0,0.2796656642846716,1,1-3
Rupnagar,2023,1.0,0.3253998391729944,1,1-3
Rupnagar,2024,1.0,0.3144053013174705,1,1-3
Bulandshahr,2020,1.0,0.10088242758285089,0,1-3
Bulandshahr,2021,1.0,0.15601048759480382,0,1-3
Bulandshahr,2022,1.0,0.2452211535646916,0,1-3
Bulandshahr,2023,1.0,0.185498392811471,0,1-3
Bulandshahr,2024,1.0,0.23423918125802062,0,1-3
Greater Noida,2019,1.467032967032967,0.16485865550336332,0,1-3
Greater Noida,2020,1.8818681318681318,0.10247688203253207,0,1-3
Greater Noida,2021,1.7747252747252746,0.14322136651087763,0,1-3
Greater Noida,2022,1.878787878787879,0.17965058641182965,0,1-3
Greater Noida,2023,1.9534246575342467,0.20425170668535966,0,1-3
Greater Noida,2024,1.9043715846994536,0.24606225515501257,0,1-3
Bathinda,2019,1.0,0.23016027245138437,0,1-3
Bathinda,2020,1.0,0.13829616353381324,0,1-3
Bathinda,2022,1.0,0.2241420041138021,0,1-3
Bathinda,2023,1.0,0.18208901993886914,0,1-3
Bathinda,2024,1.0,0.2488713032228106,0,1-3
Muzaffarnagar,2020,1.0,0.10370358168090299,0,1-3
Muzaffarnagar,2021,1.0,0.15597191009693845,0,1-3
Muzaffarnagar,2022,1.0,0.19700660018540175,0,1-3
Muzaffarnagar,2023,1.0,0.18653645168609037,0,1-3
Muzaffarnagar,2024,1.0,0.19655024585922645,0,1-3
Chikkaballapur,2019,1.0,0.19393976464011478,0,1-3
Chikkaballapur,2020,1.0,0.3234256934197271,1,1-3
Chikkaballapur,2021,1.0,0.21868437835901933,0,1-3
Chikkaballapur,2022,1.0,0.13248194311255074,0,1-3
Chikkaballapur,2023,1.0,0.15427648691534213,0,1-3
Chikkaballapur,2024,1.0,0.18815880698985163,0,1-3
Baghpat,2019,1.0,0.14267533754843184,0,1-3
Baghpat,2021,1.0,0.16064036139758447,0,1-3
Baghpat,2023,1.0,0.15940492855948077,0,1-3
Baghpat,2024,1.0,0.19145699846001968,0,1-3
Kalaburagi,2024,1.7295774647887323,0.40661645353658415,1,1-3
Hubballi,2021,1.0,0.11382268917966215,0,1-3
Hubballi,2022,1.0579268292682926,0.3171570875656639,1,1-3
Hubballi,2023,1.7960339943342776,0.24200164321754764,0,1-3
Hubballi,2024,1.4463276836158192,0.37336321742021994,1,1-3
Hapur,2020,1.0,0.1801827067431805,0,1-3
Hapur,2021,1.0,0.050468447971435675,0,1-3
Hapur,2022,1.0,0.15575182131869703,0,1-3
Hapur,2023,1.0,0.10564890088754701,0,1-3
Hapur,2024,1.0,0.08917368079137125,0,1-3
Manesar,2019,1.0,0.1917553150542752,0,1-3
Manesar,2020,1.0,0.13183721566132212,0,1-3
Manesar,2021,1.0,0.15103789318215582,0,1-3
Manesar,2023,1.0,0.10409345581615788,0,1-3
Manesar,2024,1.0,0.14284786446336825,0,1-3
Ratlam,2020,1.0,0.29485055618637673,1,1-3
Ratlam,2021,1.0,0.22671345091572306,0,1-3
Ratlam,2022,1.0,0.17997300294233132,0,1-3
Ratlam,2023,1.0,0.23765862832770043,0,1-3
Ratlam,2024,1.0,0.3731090344286672,1,1-3
Bahadurgarh,2019,1.0,0.1333976089112822,0,1-3
Bahadurgarh,2020,1.0,0.0851318755202337,0,1-3
Bahadurgarh,2021,1.0,0.12307071767859419,0,1-3
Bahadurgarh,2022,1.0,0.20030812355973102,0,1-3
Bahadurgarh,2023,1.0,0.126557334872641,0,1-3
Bahadurgarh,2024,1.0,0.1537868151410459,0,1-3
Yamunanagar,2019,1.0,0.22730030332855733,0,1-3
Yamunanagar,2020,1.0,0.1144534414389946,0,1-3
Yamunanagar,2021,1.0,0.2225563192470986,0,1-3
Yamunanagar,2022,1.0,0.22593671835308873,0,1-3
Yamunanagar,2023,1.0,0.29657442027263137,1,1-3
Yamunanagar,2024,1.0,0.2102712064396345,0,1-3
Damoh,2020,1.0,0.09374279492576049,0,1-3
Damoh,2023,1.0,0.2699343713667546,1,1-3
Kurukshetra,2019,1.0,0.14902724852670085,0,1-3
Kurukshetra,2020,1.0,0.018978655063489232,0,1-3
Kurukshetra,2021,1.0,0.10867869086916913,0,1-3
Kurukshetra,2022,1.0,0.12968546169688397,0,1-3
Kurukshetra,2023,1.0,0.09933990073010196,0,1-3
Kurukshetra,2024,1.0,0.11480122347066955,0,1-3
Sonipat,2019,1.0,0.2123327354535329,0,1-3
Sonipat,2020,1.0,0.2891593556668951,1,1-3
Sonipat,2021,1.0,0.24636268237873502,0,1-3
Palwal,2019,1.0,0.13324089681206425,0,1-3
Palwal,2020,1.0,0.21372104803639766,0,1-3
Palwal,2021,1.0,0.25384792067493145,1,1-3
Palwal,2022,1.0,0.275197410362919,1,1-3
Palwal,2023,1.0,0.2600310503070481,1,1-3
