city,year,mean_station_count,ed,deviation,station_cat
Varanasi,2018,1.0,0.21029193558309656,0,1-3
Varanasi,2019,1.0,0.26571399277315455,1,1-3
Varanasi,2020,1.0,0.10645226310832807,0,1-3
Varanasi,2021,2.4608938547486034,0.15478228300978134,0,1-3
Varanasi,2022,3.76986301369863,0.24137521409101356,0,4-15
Varanasi,2023,3.8904109589041096,0.2708843718154224,1,4-15
Varanasi,2024,3.808743169398907,0.31316405605364095,1,4-15
Kanpur,2018,1.0,0.13097721593729691,0,1-3
Kanpur,2019,1.0,0.08236360500625141,0,1-3
Kanpur,2020,1.0389972144846797,0.11853938018579027,0,1-3
Kanpur,2021,2.56986301369863,0.09708618846436497,0,1-3
Kanpur,2022,3.241095890410959,0.1984477961892955,0,4-15
Kanpur,2023,3.164383561643836,0.2498203033404759,0,4-15
Kanpur,2024,2.866120218579235,0.2919883222582605,1,1-3
Faridabad,2018,1.0,0.1677760110704592,0,1-3
Faridabad,2019,1.0,0.11958390715308304,0,1-3
Faridabad,2020,2.4540389972144845,0.13468913187415057,0,1-3
Faridabad,2021,3.15702479338843,0.12441029890595577,0,4-15
Faridabad,2022,3.087912087912088,0.2097009047914733,0,4-15
Faridabad,2023,3.409340659340659,0.183418140835733,0,4-15
Faridabad,2024,3.1205479452054794,0.2204456256382038,0,4-15
Ahmedabad,2018,1.0,0.24257352292140377,0,1-3
Ahmedabad,2019,1.0,0.4029850081148565,1,1-3
Ahmedabad,2020,1.0,0.29066964335075396,1,1-3
Ahmedabad,2021,4.82825484764543,0.2427016867430824,0,4-15
Ahmedabad,2022,4.45983379501385,0.272660870330909,1,4-15
Ahmedabad,2023,7.038356164383561,0.3601349237960494,1,4-15
Ahmedabad,2024,7.5109289617486334,0.40178434431863214,1,4-15
Hyderabad,2018,5.441095890410959,0.27526319631937446,1,4-15
Hyderabad,2019,5.347945205479452,0.1934751493178415,0,4-15
Hyderabad,2020,5.308743169398907,0.18194106837383436,0,4-15
Hyderabad,2021,5.1506849315068495,0.21297569413932,0,4-15
Hyderabad,2022,9.520547945205479,0.24953533690521085,0,4-15
Hyderabad,2023,11.726027397260275,0.3380066660889345,1,4-15
Hyderabad,2024,10.628415300546449,0.34081805853190106,1,4-15
Chennai,2018,2.4392265193370166,0.2527168560972076,1,1-3
Chennai,2019,2.7527472527472527,0.25443392545424276,1,1-3
Chennai,2020,4.0,0.3957750954094659,1,4-15
Chennai,2021,6.66027397260274,0.40442626443973145,1,4-15
Chennai,2022,7.2904109589041095,0.35674467420639755,1,4-15
Chennai,2023,6.889807162534435,0.3388367927868066,1,4-15
Chennai,2024,6.726775956284153,0.3641334477984469,1,4-15
Delhi,2018,24.767123287671232,0.18109233409301714,0,15-35
Delhi,2019,32.75068493150685,0.14223169019476628,0,15-35
Delhi,2020,33.068306010928964,0.09020368659023406,0,15-35
Delhi,2021,32.75342465753425,0.1118308870810423,0,15-35
Delhi,2022,33.8027397260274,0.22048339284902735,0,15-35
Delhi,2023,34.97808219178082,0.1522604869690112,0,15-35
Delhi,2024,36.08469945355191,0.1386006002980475,0,15-35
Agra,2018,1.0,0.09860065039430448,0,1-3
Agra,2019,1.0,0.08635396207046285,0,1-3
Agra,2020,1.0,0.07447618048373539,0,1-3
Agra,2021,2.9825072886297375,0.11760488644396598,0,1-3
Agra,2022,5.487671232876712,0.19000460158370053,0,4-15
Agra,2023,5.8,0.2483265931558792,0,4-15
Agra,2024,5.5710382513661205,0.16754217150602285,0,4-15
Lucknow,2018,3.73972602739726,0.21256148429374488,0,4-15
Lucknow,2019,3.706849315068493,0.11340829906901499,0,4-15
Lucknow,2020,3.8333333333333335,0.11282680715469257,0,4-15
Lucknow,2021,4.873972602739726,0.10649202171010005,0,4-15
Lucknow,2022,5.8191780821917805,0.18975214690586348,0,4-15
Lucknow,2023,5.832876712328767,0.21529154760006902,0,4-15
Lucknow,2024,5.743169398907104,0.21301781961060942,0,4-15
Navi Mumbai,2018,1.0,0.328886690247461,1,1-3
Navi Mumbai,2019,1.9111747851002865,0.2984545639775042,1,1-3
Navi Mumbai,2020,1.9181286549707601,0.10949434422874504,0,1-3
Navi Mumbai,2021,2.5350140056022408,0.09286373286137224,0,1-3
Navi Mumbai,2022,2.4138888888888888,0.1434810990216244,0,1-3
Navi Mumbai,2023,4.18732782369146,0.10749177218209113,0,4-15
Navi Mumbai,2024,6.095628415300546,0.30802840397474057,1,4-15
Bengaluru,2018,5.989041095890411,0.29730547340639446,1,4-15
Bengaluru,2019,8.167123287671233,0.2577749480480385,1,4-15
Bengaluru,2020,8.478142076502733,0.3347667265591693,1,4-15
Bengaluru,2021,8.189041095890412,0.3380473212332828,1,4-15
Bengaluru,2022,7.443835616438356,0.3066634970033687,1,4-15
Bengaluru,2023,10.33972602739726,0.3376698692290588,1,4-15
Bengaluru,2024,11.040983606557377,0.34610263193165086,1,4-15
Mumbai,2019,5.2292817679558015,0.17099377619519257,0,4-15
Mumbai,2020,9.131147540983607,0.12064953707522862,0,4-15
Mumbai,2021,17.813698630136987,0.17261829139854948,0,15-35
Mumbai,2022,15.934246575342465,0.19354452525895974,0,15-35
Mumbai,2023,19.494505494505493,0.22226346670837444,0,15-35
Mumbai,2024,23.243169398907103,0.20948738588802251,0,15-35
Chandrapur,2018,1.6933701657458564,0.28979759754042,1,1-3
Chandrapur,2019,1.56797583081571,0.20050690298202298,0,1-3
Chandrapur,2020,1.6961325966850829,0.13267539402502976,0,1-3
Chandrapur,2021,1.8457300275482094,0.13226625594203573,0,1-3
Chandrapur,2022,1.6986301369863013,0.24882476877681897,0,1-3
Chandrapur,2023,1.0929577464788733,0.194216126361072,0,1-3
Chandrapur,2024,1.2704225352112677,0.12462706982375028,0,1-3
Pune,2018,1.0,0.2706158371440167,1,1-3
Pune,2019,1.0,0.2865379854205117,1,1-3
Pune,2020,1.3690851735015772,0.300614710200334,1,1-3
Pune,2021,4.964383561643835,0.2877030284054491,1,4-15
Pune,2023,4.997109826589595,0.40891524064856455,1,4-15
Pune,2024,7.3224043715847,0.28402905268720485,1,4-15
Patna,2018,1.0,0.1487576370960141,0,1-3
Patna,2019,1.0553846153846154,0.11073437080916189,0,1-3
Patna,2020,4.674863387978142,0.042925579211212615,0,4-15
Patna,2021,5.010989010989011,0.16092521986656935,0,4-15
Patna,2022,5.698630136986301,0.1497507141204767,0,4-15
Patna,2023,5.791780821917809,0.14823232816448273,0,4-15
Patna,2024,5.560109289617486,0.21379414915018916,0,4-15
Muzaffarpur,2018,1.0,0.18649007215780325,0,1-3
Muzaffarpur,2020,1.335243553008596,0.18522697653785877,0,1-3
Muzaffarpur,2021,1.847457627118644,0.135844078208009,0,1-3
Muzaffarpur,2022,2.556786703601108,0.1640174637241385,0,1-3
Muzaffarpur,2023,2.819178082191781,0.17390914145170527,0,1-3
Muzaffarpur,2024,2.5273224043715845,0.12982774057412466,0,1-3
Jaipur,2018,2.8438356164383563,0.4391999611901483,1,1-3
Jaipur,2019,2.9123287671232876,0.304756435143501,1,1-3
Jaipur,2020,2.871584699453552,0.24336101638175234,0,1-3
Jaipur,2021,2.578082191780822,0.27730239002009893,1,1-3
Jaipur,2022,2.5945205479452054,0.29896326094725084,1,1-3
Jaipur,2023,4.802739726027397,0.3134050453757541,1,4-15
Jaipur,2024,5.6775956284153,0.27174368218789213,1,4-15
Jodhpur,2018,1.0,0.3800498364051338,1,1-3
Jodhpur,2019,1.0,0.36716104274088823,1,1-3
Jodhpur,2020,1.0,0.2784887687104468,1,1-3
Jodhpur,2021,1.0,0.32879142169323083,1,1-3
Jodhpur,2022,1.0,0.286490970637881,1,1-3
Jodhpur,2023,3.589041095890411,0.3759532634833117,1,4-15
Jodhpur,2024,4.844262295081967,0.29752927899882453,1,4-15
Panchkula,2019,1.0,0.2260549455364894,0,1-3
Panchkula,2020,1.0,0.17264690539948896,0,1-3
Panchkula,2021,1.0,0.15470426189439607,0,1-3
Panchkula,2022,1.0,0.11410975027668434,0,1-3
Panchkula,2023,1.0,0.22199363758436355,0,1-3
Panchkula,2024,1.0,0.09823698122835425,0,1-3
Gurugram,2018,1.021472392638037,0.24134750027310745,0,1-3
Gurugram,2019,1.4670487106017192,0.10841263617060437,0,1-3
Gurugram,2020,3.1420765027322406,0.16161839106076506,0,4-15
Gurugram,2021,3.3095890410958906,0.11831068878654309,0,4-15
Gurugram,2022,3.117808219178082,0.2517077018352844,1,4-15
Gurugram,2023,3.591780821917808,0.23908444866374953,0,4-15
Gurugram,2024,3.0684931506849313,0.24448598801346894,0,4-15
Haldia,2018,1.0,0.1797084397285432,0,1-3
Haldia,2021,1.0,0.057052685131861056,0,1-3
Haldia,2022,1.0,0.15377083569897737,0,1-3
Haldia,2023,1.0,0.16453324315127887,0,1-3
Haldia,2024,1.0,0.11367129299005949,0,1-3
Gaya,2018,1.0,0.18843293440801853,0,1-3
Gaya,2019,1.0,0.1224177125698197,0,1-3
Gaya,2020,1.3583815028901733,0.10848840483779305,0,1-3
Gaya,2021,1.8698060941828254,0.18906074027643976,0,1-3
Gaya,2022,2.775623268698061,0.27141635294784927,1,1-3
Gaya,2023,2.8547945205479452,0.13257454921330092,0,1-3
Gaya,2024,2.7430939226519335,0.1648221311931215,0,1-3
Solapur,2018,1.0,0.2917738013769019,1,1-3
Solapur,2019,1.0,0.2941089770318006,1,1-3
Solapur,2023,2.2005813953488373,0.3604968116155662,1,1-3
Solapur,2024,2.759562841530055,0.2944396112564433,1,1-3
Rohtak,2018,1.0,0.10137897642426895,0,1-3
Rohtak,2019,1.0,0.05557005099123279,0,1-3
Rohtak,2020,1.0,0.07981358233970676,0,1-3
Rohtak,2021,1.0,0.17208375275437046,0,1-3
Rohtak,2022,1.0,0.20257680701416467,0,1-3
Rohtak,2023,1.0,0.06577635686569822,0,1-3
Rohtak,2024,1.0,0.13206603524993463,0,1-3
Nagpur,2018,1.0,0.2018469409446464,0,1-3
Nagpur,2022,1.0,0.1127335237226577,0,1-3
Nagpur,2023,2.591160220994475,0.08887301326484985,0,1-3
Nagpur,2024,3.6420765027322406,0.17894519767010497,0,4-15
Nashik,2018,1.0,0.10507779933944501,0,1-3
Nashik,2019,1.0,0.16883304521154915,0,1-3
Nashik,2020,1.0,0.1317360789512983,0,1-3
Nashik,2021,1.0,0.09228223655336684,0,1-3
Nashik,2023,2.566860465116279,0.15668231133345806,0,1-3
Nashik,2024,3.7240437158469946,0.18396876566080045,0,4-15
