city,year,no_stations
Madikeri,2022,1.0
Madikeri,2023,1.0
Madikeri,2024,1.0
Madikeri,2025,1.0
Madurai,2024,1.0
Madurai,2025,1.0
Mahad,2023,1.0
Mahad,2024,1.0
Mahad,2025,1.0
Maihar,2019,1.0
Maihar,2020,1.0
Maihar,2021,1.0
Maihar,2022,1.0
Maihar,2023,1.0
Maihar,2024,1.0
Maihar,2025,1.0
Malegaon,2024,1.0
Malegaon,2025,1.0
Mandi Gobindgarh,2017,1.0
Mandi Gobindgarh,2018,1.0
Mandi Gobindgarh,2019,1.0
Mandi Gobindgarh,2020,1.0
Mandi Gobindgarh,2021,1.0
Mandi Gobindgarh,2022,1.0
Mandi Gobindgarh,2023,1.0
Mandi Gobindgarh,2024,1.0
Mandi Gobindgarh,2025,1.0
Mandideep,2018,1.0
Mandideep,2019,1.0
Mandideep,2020,1.0
Mandideep,2021,1.0
Mandideep,2022,1.0
Mandideep,2023,1.0
Mandideep,2024,1.0
Mandideep,2025,1.0
Mandikhera,2019,1.0
Mandikhera,2020,1.0
Mandikhera,2021,1.0
Mandikhera,2022,1.0
Mandikhera,2023,1.0
Mandikhera,2024,1.0
Mandikhera,2025,1.0
Manesar,2018,1.0
Manesar,2019,1.0
Manesar,2020,1.0
Manesar,2021,1.0
Manesar,2022,1.0
Manesar,2023,1.0
Manesar,2024,1.0
Manesar,2025,1.0
Mangalore,2021,1.0
Mangalore,2022,1.0
Mangalore,2023,1.0
Mangalore,2024,1.0
Mangalore,2025,1.0
Manguraha,2022,1.0
Manguraha,2023,1.0
Manguraha,2024,1.0
Manguraha,2025,1.0
Meerut,2019,2.46875
Meerut,2020,2.327823691460055
Meerut,2021,2.495890410958904
Meerut,2022,2.8264462809917354
Meerut,2023,2.8236914600550964
Meerut,2024,2.8579234972677594
Meerut,2025,2.745874587458746
Milupara,2023,1.0
Milupara,2024,1.0
Milupara,2025,1.0
Mira-Bhayandar,2024,1.0
Mira-Bhayandar,2025,1.0
Moradabad,2017,1.0
Moradabad,2018,1.0
Moradabad,2019,1.0
Moradabad,2020,1.0
Moradabad,2021,1.2019867549668874
Moradabad,2022,4.706849315068493
Moradabad,2023,5.802739726027397
Moradabad,2024,5.743169398907104
Moradabad,2025,5.5016501650165015
Motihari,2021,1.0
Motihari,2022,1.0
Motihari,2023,1.0
Motihari,2024,1.0
Motihari,2025,1.0
Mumbai,2015,1.0
Mumbai,2016,1.0
Mumbai,2017,1.0
Mumbai,2018,1.0
Mumbai,2019,5.2292817679558015
Mumbai,2020,9.131147540983607
Mumbai,2021,17.813698630136987
Mumbai,2022,15.934246575342465
Mumbai,2023,19.494505494505493
Mumbai,2024,23.243169398907103
Mumbai,2025,23.557755775577558
Munger,2021,1.0
Munger,2022,1.0
Munger,2023,1.0
Munger,2024,1.0
Munger,2025,1.0
Muzaffarnagar,2018,1.0
Muzaffarnagar,2019,1.0
Muzaffarnagar,2020,1.0
Muzaffarnagar,2021,1.0
Muzaffarnagar,2022,1.0
Muzaffarnagar,2023,1.0
Muzaffarnagar,2024,1.0
Muzaffarnagar,2025,1.0
Muzaffarpur,2015,1.0
Muzaffarpur,2016,1.0
Muzaffarpur,2017,1.0
Muzaffarpur,2018,1.0
Muzaffarpur,2019,1.0
Muzaffarpur,2020,1.335243553008596
Muzaffarpur,2021,1.847457627118644
Muzaffarpur,2022,2.556786703601108
Muzaffarpur,2023,2.819178082191781
Muzaffarpur,2024,2.5273224043715845
Muzaffarpur,2025,2.537953795379538
Mysuru,2019,1.0
Mysuru,2020,1.0
Mysuru,2021,1.0
Mysuru,2022,1.0
Mysuru,2023,1.0
Mysuru,2024,1.0
Mysuru,2025,1.0
Nagaon,2023,1.0
Nagaon,2024,1.0
Nagaon,2025,1.0
Nagapattinam,2024,1.0
Nagapattinam,2025,1.0
Nagaur,2023,1.0
Nagaur,2024,1.0
Nagaur,2025,1.0
Nagpur,2016,1.0
Nagpur,2017,1.0
Nagpur,2018,1.0
Nagpur,2019,1.0
Nagpur,2020,1.0
Nagpur,2021,1.0
Nagpur,2022,1.0
Nagpur,2023,2.591160220994475
Nagpur,2024,3.6420765027322406
Nagpur,2025,3.900990099009901
Naharlagun,2021,1.0
Naharlagun,2022,1.0
Naharlagun,2023,1.0
Naharlagun,2024,1.0
Naharlagun,2025,1.0
Nalbari,2022,1.0
Nalbari,2023,1.0
Nalbari,2024,1.0
Nalbari,2025,1.0
Namakkal,2025,1.0
Nanded,2023,1.0
Nanded,2024,1.0
Nanded,2025,1.0
Nandesari,2020,1.0
Nandesari,2021,1.0
Nandesari,2022,1.0
Nandesari,2023,1.0
Nandesari,2024,1.0
Nandesari,2025,1.0
Narnaul,2019,1.0
Narnaul,2020,1.0
Narnaul,2021,1.0
Narnaul,2022,1.0
Narnaul,2023,1.0
Narnaul,2024,1.0
Narnaul,2025,1.0
Nashik,2016,1.0
Nashik,2017,1.0
Nashik,2018,1.0
Nashik,2019,1.0
Nashik,2020,1.0
Nashik,2021,1.0
Nashik,2022,1.0
Nashik,2023,2.566860465116279
Nashik,2024,3.7240437158469946
Nashik,2025,3.7656765676567656
Navi Mumbai,2015,0.947136563876652
Navi Mumbai,2016,1.0
Navi Mumbai,2017,1.0
Navi Mumbai,2018,1.0
Navi Mumbai,2019,1.9111747851002865
Navi Mumbai,2020,1.9181286549707601
Navi Mumbai,2021,2.5350140056022408
Navi Mumbai,2022,2.4138888888888888
Navi Mumbai,2023,4.18732782369146
Navi Mumbai,2024,6.095628415300546
Navi Mumbai,2025,4.924092409240924
Nayagarh,2022,1.0
Nayagarh,2023,1.0
Nayagarh,2024,1.0
Nayagarh,2025,1.0
Noida,2017,1.3590909090909091
Noida,2018,1.7541436464088398
Noida,2019,2.789041095890411
Noida,2020,3.5628415300546448
Noida,2021,3.337912087912088
Noida,2022,3.6575342465753424
Noida,2023,3.8049450549450547
Noida,2024,3.7295081967213113
Noida,2025,3.636963696369637
Ooty,2022,1.0
Ooty,2023,1.0
Ooty,2024,1.0
Ooty,2025,1.0
Pali,2017,1.0
Pali,2018,1.0
Pali,2019,1.0
Pali,2020,1.0
Pali,2021,1.0
Pali,2022,1.0
Pali,2023,1.0
Pali,2024,1.0
Pali,2025,1.0
Palkalaiperur,2023,1.0
Palkalaiperur,2024,1.0
Palkalaiperur,2025,1.0
Palwal,2019,1.0
Palwal,2020,1.0
Palwal,2021,1.0
Palwal,2022,1.0
Palwal,2023,1.0
Palwal,2024,1.0
Palwal,2025,1.0
Panchgaon,2025,1.0
Panchkula,2015,1.0
Panchkula,2016,1.0
Panchkula,2017,1.0
Panchkula,2018,1.0
Panchkula,2019,1.0
Panchkula,2020,1.0
Panchkula,2021,1.0
Panchkula,2022,1.0
Panchkula,2023,1.0
Panchkula,2024,1.0
Panchkula,2025,1.0
Panipat,2019,1.0
Panipat,2020,1.0
Panipat,2021,1.0
Panipat,2022,1.0
Panipat,2023,1.0
Panipat,2024,1.0
Panipat,2025,1.0
Parbhani,2023,1.0
Parbhani,2024,1.0
Parbhani,2025,1.0
Pathardih,2024,1.0
Patiala,2018,1.0
Patiala,2019,1.0
Patiala,2020,1.0
Patiala,2021,1.0
Patiala,2022,1.0
Patiala,2023,1.0
Patiala,2024,1.0
Patiala,2025,1.0
Patna,2015,1.0
Patna,2016,1.0
Patna,2017,1.0
Patna,2018,1.0
Patna,2019,1.0553846153846154
Patna,2020,4.674863387978142
Patna,2021,5.010989010989011
Patna,2022,5.698630136986301
Patna,2023,5.791780821917809
Patna,2024,5.560109289617486
Patna,2025,5.207920792079208
Perundurai,2025,1.0
Pimpri-Chinchwad,2023,2.5240963855421685
Pimpri-Chinchwad,2024,3.0751633986928106
Pimpri-Chinchwad,2025,3.603960396039604
Pithampur,2017,1.0
Pithampur,2018,1.0
Pithampur,2019,1.0
Pithampur,2020,1.0
Pithampur,2021,1.0
Pithampur,2022,1.0
Pithampur,2023,1.0
Pithampur,2024,1.0
Pithampur,2025,1.0
Pratapgarh,2023,1.0
Pratapgarh,2024,1.0
Pratapgarh,2025,1.0
Prayagraj,2021,2.588516746411483
Prayagraj,2022,2.730769230769231
Prayagraj,2023,2.931129476584022
Prayagraj,2024,2.8328767123287673
Prayagraj,2025,2.8844884488448845
Puducherry,2021,1.0
Puducherry,2022,1.0
Puducherry,2023,1.0
Puducherry,2024,1.0
Puducherry,2025,1.0
Pudukottai,2024,1.0
Pudukottai,2025,1.0
Pune,2015,1.0
Pune,2016,1.0
Pune,2017,1.0
Pune,2018,1.0
Pune,2019,1.0
Pune,2020,1.3690851735015772
Pune,2021,4.964383561643835
Pune,2022,3.9863636363636363
Pune,2023,4.997109826589595
Pune,2024,7.3224043715847
Pune,2025,7.782178217821782
Purnia,2021,1.0
Purnia,2022,1.0
Purnia,2023,1.0
Purnia,2024,1.0
Purnia,2025,1.0
Raichur,2020,1.0
Raichur,2021,1.0
Raichur,2022,1.0
Raichur,2023,1.0
Raichur,2024,1.0
Raichur,2025,1.0
Raipur,2022,3.0
Raipur,2023,3.683333333333333
Raipur,2024,3.536986301369863
Raipur,2025,3.4125412541254128
Rairangpur,2022,1.0
Rairangpur,2023,1.0
Rairangpur,2024,1.0
Rairangpur,2025,1.0
Rajamahendravaram,2017,1.0
Rajamahendravaram,2018,1.0
Rajamahendravaram,2019,1.0
Rajamahendravaram,2020,1.0
Rajamahendravaram,2021,1.0
Rajamahendravaram,2022,1.0
Rajamahendravaram,2023,1.0
Rajamahendravaram,2024,1.0
Rajamahendravaram,2025,1.0
Rajgir,2021,1.0
Rajgir,2022,1.0
Rajgir,2023,1.0
Rajgir,2024,1.0
Rajgir,2025,1.0
Rajsamand,2023,1.0
Rajsamand,2024,1.0
Rajsamand,2025,1.0
Ramanagara,2019,1.0
Ramanagara,2020,1.0
Ramanagara,2021,1.0
Ramanagara,2022,1.0
Ramanagara,2023,1.0
Ramanagara,2024,1.0
Ramanagara,2025,1.0
Ramanathapuram,2022,1.0
Ramanathapuram,2023,1.0
Ramanathapuram,2024,1.0
Ramanathapuram,2025,1.0
Ranipet,2024,1.0
Ranipet,2025,1.0
Ratlam,2019,1.0
Ratlam,2020,1.0
Ratlam,2021,1.0
Ratlam,2022,1.0
Ratlam,2023,1.0
Ratlam,2024,1.0
Ratlam,2025,1.0
Rishikesh,2023,1.0
Rishikesh,2024,1.0
Rishikesh,2025,1.0
Rohtak,2016,1.0
Rohtak,2017,1.0
Rohtak,2018,1.0
Rohtak,2019,1.0
Rohtak,2020,1.0
Rohtak,2021,1.0
Rohtak,2022,1.0
Rohtak,2023,1.0
Rohtak,2024,1.0
Rohtak,2025,1.0
Rourkela,2022,1.0
Rourkela,2023,2.282122905027933
Rourkela,2024,2.3983516483516483
Rourkela,2025,2.0707070707070705
Rupnagar,2018,1.0
Rupnagar,2019,1.0
Rupnagar,2020,1.0
Rupnagar,2021,1.0
Rupnagar,2022,1.0
Rupnagar,2023,1.0
Rupnagar,2024,1.0
Rupnagar,2025,1.0
Sagar,2020,1.0
Sagar,2021,1.0
Sagar,2022,1.1901639344262296
Sagar,2023,1.4357541899441342
Sagar,2024,1.8934426229508197
Sagar,2025,1.67003367003367
Saharsa,2021,1.0
Saharsa,2022,1.0
Saharsa,2023,1.0
Saharsa,2024,1.0
Saharsa,2025,1.0
Salem,2022,1.0
Salem,2023,1.0
Salem,2024,1.0
Salem,2025,1.0
Samastipur,2022,1.0
Samastipur,2023,1.0
Samastipur,2024,1.0
Samastipur,2025,1.0
Sangli,2023,1.0
Sangli,2024,1.0
Sangli,2025,1.0
Sasaram,2021,1.0
Sasaram,2022,1.0
Sasaram,2023,1.0
Sasaram,2024,1.0
Sasaram,2025,1.0
Satna,2018,1.0
Satna,2019,1.0
Satna,2020,1.0
Satna,2021,1.0
Satna,2022,1.0
Satna,2023,1.0
Satna,2024,1.0
Satna,2025,1.0
Sawai Madhopur,2023,1.0
Sawai Madhopur,2024,1.0
Sawai Madhopur,2025,1.0
Shillong,2019,1.0
Shillong,2020,1.0
Shillong,2021,1.0
Shillong,2022,1.2952380952380953
Shillong,2023,1.3276353276353277
Shillong,2024,1.0923076923076922
Shillong,2025,1.2112068965517242
Shivamogga,2020,1.0
Shivamogga,2021,1.0
Shivamogga,2022,1.0
Shivamogga,2023,1.0
Shivamogga,2024,1.0
Shivamogga,2025,1.0
Sikar,2023,1.0
Sikar,2024,1.0
Sikar,2025,1.0
Silchar,2023,1.0
Silchar,2024,1.0
Silchar,2025,1.0
Siliguri,2018,1.0
Siliguri,2019,1.0
Siliguri,2020,1.0
Siliguri,2021,1.0
Siliguri,2022,1.0
Siliguri,2023,1.0
Siliguri,2024,1.0
Siliguri,2025,1.0
Singrauli,2017,1.0
Singrauli,2018,1.0
Singrauli,2019,1.0
Singrauli,2020,1.0
Singrauli,2021,1.0
Singrauli,2022,1.0
Singrauli,2023,1.0
Singrauli,2024,1.0
Singrauli,2025,1.0
Sirohi,2023,1.0
Sirohi,2024,1.0
Sirohi,2025,1.0
Sirsa,2019,1.0
Sirsa,2020,1.0
Sirsa,2021,1.0
Sirsa,2022,1.0
Sirsa,2023,1.0
Sirsa,2024,1.0
Sirsa,2025,1.0
Sivasagar,2022,1.0
Sivasagar,2023,1.0
Sivasagar,2024,1.0
Sivasagar,2025,1.0
Siwan,2021,1.0
Siwan,2022,1.0
Siwan,2023,1.0
Siwan,2024,1.0
Siwan,2025,1.0
Solapur,2016,1.0
Solapur,2017,1.0
Solapur,2018,1.0
Solapur,2019,1.0
Solapur,2020,1.0
Solapur,2021,1.0
Solapur,2022,1.0
Solapur,2023,2.2005813953488373
Solapur,2024,2.759562841530055
Solapur,2025,2.37123745819398
Sonipat,2019,1.0
Sonipat,2020,1.0
Sonipat,2021,1.0
Sonipat,2022,1.0
Sonipat,2023,1.0
Sonipat,2024,1.0
Sonipat,2025,1.0
Sri Ganganagar,2023,1.0
Sri Ganganagar,2024,1.0
Sri Ganganagar,2025,1.0
Sri Vijaya Puram,2025,1.0
Srinagar,2021,1.0
Srinagar,2022,1.0
Srinagar,2023,1.0
Suakati,2022,1.0
Suakati,2023,1.0
Suakati,2024,1.0
Suakati,2025,1.0
Surat,2022,1.0
Surat,2023,1.0
Surat,2024,1.0
Surat,2025,1.0
Talcher,2018,1.0
Talcher,2019,1.0
Talcher,2020,1.0
Talcher,2021,1.0
Talcher,2022,1.0
Talcher,2023,1.0
Talcher,2024,1.0
Talcher,2025,1.0
Tensa,2022,1.0
Tensa,2023,1.0
Tensa,2024,1.0
Tensa,2025,1.0
Thane,2016,1.0
Thane,2017,1.0
Thane,2018,1.0
Thane,2019,1.0
Thane,2020,1.0
Thane,2021,1.0
Thane,2022,1.0
Thane,2023,1.6385964912280702
Thane,2024,2.5737704918032787
Thane,2025,1.9240924092409242
Thanjavur,2024,1.0
Thanjavur,2025,1.0
Thiruvananthapuram,2017,1.0
Thiruvananthapuram,2018,1.0
Thiruvananthapuram,2019,1.0
Thiruvananthapuram,2020,1.6181318681318682
Thiruvananthapuram,2021,1.8176795580110496
Thiruvananthapuram,2022,1.7458563535911602
Thiruvananthapuram,2023,1.8033240997229918
Thiruvananthapuram,2024,1.906849315068493
Thiruvananthapuram,2025,1.8217821782178218
Thoothukudi,2020,1.0
Thoothukudi,2021,1.0
Thoothukudi,2022,1.0
Thoothukudi,2023,1.0
Thoothukudi,2024,1.0
Thoothukudi,2025,1.0
Thrissur,2020,1.0
Thrissur,2021,1.0
Thrissur,2022,1.0
Thrissur,2023,1.0
Thrissur,2024,1.0
Thrissur,2025,1.0
Tiruchirappalli,2023,1.0
Tiruchirappalli,2024,1.0
Tiruchirappalli,2025,1.0
Tirumala,2025,1.0
Tirunelveli,2024,1.0
Tirunelveli,2025,1.0
Tirupati,2016,1.0
Tirupati,2017,1.0
Tirupati,2018,1.0
Tirupati,2019,1.0
Tirupati,2020,1.0
Tirupati,2021,1.0
Tirupati,2022,1.1124620060790273
Tirupati,2023,1.7443181818181819
Tirupati,2024,1.5977961432506886
Tirupati,2025,1.0476190476190477
Tirupur,2022,1.0
Tirupur,2023,1.0
Tirupur,2024,1.0
Tirupur,2025,1.0
Tonk,2023,1.0
Tonk,2024,1.0
Tonk,2025,1.0
Tumakuru,2023,1.0
Tumakuru,2024,1.0
Tumakuru,2025,1.0
Tumidih,2023,1.0
Tumidih,2024,1.0
Tumidih,2025,1.0
Udaipur,2017,1.0
Udaipur,2018,1.0
Udaipur,2019,1.0
Udaipur,2020,1.0
Udaipur,2021,1.0
Udaipur,2022,1.0
Udaipur,2023,1.0
Udaipur,2024,1.0
Udaipur,2025,1.0
Udupi,2021,1.0
Udupi,2022,1.0
Udupi,2023,1.0
Udupi,2024,1.0
Udupi,2025,1.0
Ujjain,2017,1.0
Ujjain,2018,1.0
Ujjain,2019,1.0
Ujjain,2020,1.0
Ujjain,2021,1.0
Ujjain,2022,1.0
Ujjain,2023,1.0
Ujjain,2024,1.0
Ujjain,2025,1.0
Ulhasnagar,2023,1.0
Ulhasnagar,2024,1.0
Ulhasnagar,2025,1.0
Vapi,2019,1.0
Vapi,2020,1.0
Vapi,2021,1.0
Vapi,2022,1.0
Vapi,2023,1.0
Vapi,2024,1.0
Vapi,2025,1.0
Varanasi,2015,0.9476190476190476
Varanasi,2016,1.0
Varanasi,2017,1.0
Varanasi,2018,1.0
Varanasi,2019,1.0
Varanasi,2020,1.0
Varanasi,2021,2.4608938547486034
Varanasi,2022,3.76986301369863
Varanasi,2023,3.8904109589041096
Varanasi,2024,3.808743169398907
Varanasi,2025,3.8481848184818483
Vatva,2019,1.0
Vatva,2020,1.0
Vatva,2021,1.0
Vatva,2022,1.0
Vatva,2023,1.0
Vatva,2024,1.0
Vatva,2025,1.0
Vellore,2022,1.0
Vellore,2023,1.0
Vellore,2024,1.0
Vellore,2025,1.0
Vijayapura,2020,1.0
Vijayapura,2021,1.0
Vijayapura,2022,1.0
Vijayapura,2023,1.0
Vijayapura,2024,1.0
Vijayapura,2025,1.0
Vijayawada,2017,1.0
Vijayawada,2018,1.0
Vijayawada,2019,1.0
Vijayawada,2023,1.7298387096774193
Vijayawada,2024,3.3496932515337425
Vijayawada,2025,3.1538461538461537
Virar,2024,1.0
Virar,2025,1.0
Virudhunagar,2024,1.0
Virudhunagar,2025,1.0
Visakhapatnam,2016,1.0
Visakhapatnam,2017,1.477142857142857
Visakhapatnam,2018,1.0
Visakhapatnam,2019,1.0
Visakhapatnam,2020,1.0
Visakhapatnam,2021,1.0
Visakhapatnam,2022,1.0
Visakhapatnam,2023,1.0
Visakhapatnam,2024,1.0
Visakhapatnam,2025,1.0
Vrindavan,2021,1.0
Vrindavan,2022,1.0
Vrindavan,2023,1.0
Vrindavan,2024,1.0
Vrindavan,2025,1.0
Yadgir,2019,1.0
Yadgir,2020,1.0
Yadgir,2021,1.0
Yadgir,2022,1.0
Yadgir,2023,1.0
Yadgir,2024,1.0
Yadgir,2025,1.0
Yamunanagar,2019,1.0
Yamunanagar,2020,1.0
Yamunanagar,2021,1.0
Yamunanagar,2022,1.0
Yamunanagar,2023,1.0
Yamunanagar,2024,1.0
Yamunanagar,2025,1.0
